收寄城市,寄达城市,车辆使用情况,车辆成本
芜湖,湖州,,
芜湖,嘉兴,,
芜湖,宁波,"芜湖-宁波的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",4286.516
芜湖,台州,,
芜湖,金华,"芜湖-金华的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",4247.723999999999
芜湖,义乌,,
芜湖,温州,,
芜湖,合肥,"芜湖-合肥的邮路使用1辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",2195.7
芜湖,蚌埠,"芜湖-蚌埠的邮路使用1辆40t自办车,0辆20t自办车,1辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",3342.72
芜湖,芜湖,,
芜湖,安庆,"芜湖-安庆的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",3249.5
芜湖,福州,"芜湖-福州的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,0辆12t委办车",11213.4165
芜湖,厦门,,
芜湖,泉州,,
芜湖,南昌,"芜湖-南昌的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,3辆20t委办车,0辆12t委办车",19037.9475
芜湖,鹰潭,,
芜湖,赣州,,
芜湖,济南,"芜湖-济南的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,2辆12t委办车",15414.672
芜湖,潍坊,,
芜湖,烟台,,
芜湖,青岛,,
芜湖,济宁,,
芜湖,临沂,,
芜湖,郑州,"芜湖-郑州的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,2辆12t委办车",15435.846000000001
芜湖,漯河,,
芜湖,信阳,,
芜湖,洛阳,,
芜湖,武汉,"芜湖-武汉的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",4975.074
芜湖,荆州,,
芜湖,襄阳,,
芜湖,长沙,"芜湖-长沙的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,0辆12t委办车",10703.121
芜湖,常德,,
芜湖,衡阳,,
芜湖,广州,,
芜湖,汕头,,
芜湖,深圳,,
芜湖,东莞,,
芜湖,湛江,,
芜湖,中山,"芜湖-中山的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",14175.993
芜湖,南宁,"芜湖-南宁的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",17595.594
芜湖,柳州,,
芜湖,海口,,
芜湖,重庆,,
芜湖,成都,"芜湖-成都的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及1辆40t委办车,0辆20t委办车,0辆12t委办车",27063.539999999997
芜湖,南充,,
芜湖,内江,,
芜湖,贵阳,,
芜湖,昆明,,
芜湖,大理州,,
芜湖,拉萨,,
芜湖,西安,"芜湖-西安的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,1辆12t委办车",25186.476000000002
芜湖,宝鸡,,
芜湖,兰州,,
芜湖,西宁,,
芜湖,银川,,
芜湖,乌鲁木齐,,
芜湖,阿克苏,,
芜湖,喀什,,
安庆,北京,,
安庆,天津,"安庆-天津的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,2辆20t委办车,0辆12t委办车",28969.083
安庆,石家庄,"安庆-石家庄的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,0辆12t委办车",13607.880000000001
安庆,唐山,,
安庆,廊坊,,
安庆,保定,,
安庆,太原,"安庆-太原的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",12333.855
安庆,侯马,,
安庆,呼和浩特,"安庆-呼和浩特的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",17246.223
安庆,包头,,
安庆,沈阳,,
安庆,大连,,
安庆,锦州,"安庆-锦州的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,1辆12t委办车",36477.7815
安庆,长春,"安庆-长春的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及1辆40t委办车,0辆20t委办车,0辆12t委办车",33759.504
安庆,哈尔滨,,
安庆,上海,"安庆-上海的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,2辆12t委办车",10332.912
安庆,南京,"安庆-南京的邮路使用2辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",4755.016
安庆,常州,,
安庆,无锡,"安庆-无锡的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",8418.275
安庆,苏州,,
安庆,徐州,,
安庆,连云港,,
安庆,淮安,,
安庆,盐城,,
安庆,扬州,,
安庆,南通,,
安庆,杭州,"安庆-杭州的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,1辆12t委办车",9634.300500000001
安庆,湖州,,
安庆,嘉兴,,
安庆,宁波,,
安庆,台州,,
安庆,金华,"安庆-金华的邮路使用2辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",8379.072
安庆,义乌,,
安庆,温州,,
安庆,合肥,"安庆-合肥的邮路使用2辆40t自办车,2辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",5006.196
安庆,蚌埠,"安庆-蚌埠的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",2601.176
安庆,芜湖,"安庆-芜湖的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",1598.812
安庆,安庆,,
安庆,福州,,
安庆,厦门,,
安庆,泉州,"安庆-泉州的邮路使用1辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",14479.314
安庆,南昌,,
安庆,鹰潭,"安庆-鹰潭的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,1辆12t委办车",5867.709000000001
安庆,赣州,,
安庆,济南,"安庆-济南的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,3辆12t委办车",25758.171000000002
安庆,潍坊,,
安庆,烟台,,
安庆,青岛,,
安庆,济宁,,
安庆,临沂,,
安庆,郑州,"安庆-郑州的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及1辆40t委办车,0辆20t委办车,1辆12t委办车",20549.64
安庆,漯河,,
安庆,信阳,,
安庆,洛阳,,
安庆,武汉,"安庆-武汉的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及1辆40t委办车,0辆20t委办车,1辆12t委办车",7819.370999999999
安庆,荆州,,
安庆,襄阳,,
安庆,长沙,"安庆-长沙的邮路使用1辆40t自办车,0辆20t自办车,1辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",10891.4
安庆,常德,,
安庆,衡阳,,
安庆,广州,"安庆-广州的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及2辆40t委办车,1辆20t委办车,0辆12t委办车",60809.657999999996
安庆,汕头,,
安庆,深圳,,
安庆,东莞,,
安庆,湛江,,
安庆,中山,,
安庆,南宁,"安庆-南宁的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,0辆12t委办车",19548.243000000002
安庆,柳州,,
安庆,海口,,
安庆,重庆,,
安庆,成都,"安庆-成都的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,1辆12t委办车",35175.849
安庆,南充,,
安庆,内江,,
安庆,贵阳,"安庆-贵阳的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及1辆40t委办车,1辆20t委办车,0辆12t委办车",39726.5925
安庆,昆明,,
安庆,大理州,,
安庆,拉萨,,
安庆,西安,"安庆-西安的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,3辆12t委办车",33984.27
安庆,宝鸡,,
安庆,兰州,,
安庆,西宁,,
安庆,银川,,
安庆,乌鲁木齐,,
安庆,阿克苏,,
安庆,喀什,,
福州,北京,"福州-北京的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",38034.375
福州,天津,,
福州,石家庄,"福州-石家庄的邮路使用2辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",32662.863999999994
福州,唐山,,
福州,廊坊,,
福州,保定,,
福州,太原,,
福州,侯马,,
福州,呼和浩特,,
福州,包头,,
福州,沈阳,"福州-沈阳的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",26075.781
福州,大连,,
福州,锦州,,
福州,长春,,
福州,哈尔滨,,
福州,上海,"福州-上海的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",7477.157999999999
福州,南京,"福州-南京的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",8670.011999999999
福州,常州,,
福州,无锡,"福州-无锡的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",7865.0779999999995
福州,苏州,,
福州,徐州,,
福州,连云港,,
福州,淮安,,
福州,盐城,,
福州,扬州,,
福州,南通,,
福州,杭州,"福州-杭州的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",6604.338
福州,湖州,,
福州,嘉兴,,
福州,宁波,,
福州,台州,,
福州,金华,"福州-金华的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",5372.691999999999
福州,义乌,,
福州,温州,"福州-温州的邮路使用3辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",7902.936
福州,合肥,"福州-合肥的邮路使用1辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",24462.216
福州,蚌埠,,
福州,芜湖,,
福州,安庆,,
福州,福州,,
福州,厦门,"福州-厦门的邮路使用3辆40t自办车,0辆20t自办车,0辆12t自办车以及1辆40t委办车,0辆20t委办车,0辆12t委办车",9874.116
福州,泉州,"福州-泉州的邮路使用2辆40t自办车,1辆20t自办车,0辆12t自办车以及3辆40t委办车,2辆20t委办车,0辆12t委办车",15460.191999999997
福州,南昌,"福州-南昌的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",5518.161999999999
福州,鹰潭,,
福州,赣州,,
福州,济南,"福州-济南的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",14663.375999999998
福州,潍坊,,
福州,烟台,,
福州,青岛,,
福州,济宁,,
福州,临沂,,
福州,郑州,"福州-郑州的邮路使用1辆40t自办车,0辆20t自办车,1辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",23542.179999999997
福州,漯河,,
福州,信阳,,
福州,洛阳,,
福州,武汉,"福州-武汉的邮路使用1辆40t自办车,0辆20t自办车,1辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",15147.424
福州,荆州,,
福州,襄阳,,
福州,长沙,"福州-长沙的邮路使用2辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",23143.727999999996
福州,常德,,
福州,衡阳,,
福州,广州,"福州-广州的邮路使用2辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",23741.335999999996
福州,汕头,"福州-汕头的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及3辆40t委办车,3辆20t委办车,1辆12t委办车",48209.499
福州,深圳,"福州-深圳的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,2辆12t委办车",28160.487
福州,东莞,,
福州,湛江,,
福州,中山,"福州-中山的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,0辆12t委办车",11592.867
福州,南宁,,
福州,柳州,,
福州,海口,,
福州,重庆,,
福州,成都,"福州-成都的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",19861.504
福州,南充,,
福州,内江,,
福州,贵阳,,
福州,昆明,,
福州,大理州,,
福州,拉萨,,
福州,西安,"福州-西安的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,2辆12t委办车",34937.1
福州,宝鸡,,
福州,兰州,,
福州,西宁,,
福州,银川,,
福州,乌鲁木齐,,
福州,阿克苏,,
福州,喀什,,
厦门,北京,,
厦门,天津,,
厦门,石家庄,,
厦门,唐山,,
厦门,廊坊,,
厦门,保定,,
厦门,太原,,
厦门,侯马,,
厦门,呼和浩特,,
厦门,包头,,
厦门,沈阳,,
厦门,大连,,
厦门,锦州,,
厦门,长春,,
厦门,哈尔滨,,
厦门,上海,"厦门-上海的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",21502.1
厦门,南京,"厦门-南京的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",10735.686
厦门,常州,,
厦门,无锡,"厦门-无锡的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",11497.482
厦门,苏州,,
厦门,徐州,,
厦门,连云港,,
厦门,淮安,,
厦门,盐城,,
厦门,扬州,,
厦门,南通,,
厦门,杭州,"厦门-杭州的邮路使用1辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",24546.375
厦门,湖州,,
厦门,嘉兴,,
厦门,宁波,,
厦门,台州,,
厦门,金华,"厦门-金华的邮路使用1辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",13064.568
厦门,义乌,,
厦门,温州,,
厦门,合肥,"厦门-合肥的邮路使用1辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,1辆12t委办车",41590.0125
厦门,蚌埠,,
厦门,芜湖,,
厦门,安庆,,
厦门,福州,"厦门-福州的邮路使用3辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",6213.0
厦门,厦门,,
厦门,泉州,"厦门-泉州的邮路使用4辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",3554.1
厦门,南昌,"厦门-南昌的邮路使用1辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",11230.638
厦门,鹰潭,,
厦门,赣州,,
厦门,济南,"厦门-济南的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,3辆12t委办车",52469.172000000006
厦门,潍坊,,
厦门,烟台,,
厦门,青岛,,
厦门,济宁,,
厦门,临沂,,
厦门,郑州,"厦门-郑州的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,1辆12t委办车",35625.6075
厦门,漯河,,
厦门,信阳,,
厦门,洛阳,,
厦门,武汉,"厦门-武汉的邮路使用3辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",28483.025999999998
厦门,荆州,,
厦门,襄阳,,
厦门,长沙,"厦门-长沙的邮路使用1辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",15335.148000000001
厦门,常德,,
厦门,衡阳,,
厦门,广州,"厦门-广州的邮路使用2辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,0辆12t委办车",20982.403
厦门,汕头,"厦门-汕头的邮路使用4辆40t自办车,1辆20t自办车,0辆12t自办车以及1辆40t委办车,0辆20t委办车,1辆12t委办车",15384.889
厦门,深圳,"厦门-深圳的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,1辆12t委办车",19821.483
厦门,东莞,,
厦门,湛江,,
厦门,中山,,
厦门,南宁,"厦门-南宁的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",11637.6
厦门,柳州,,
厦门,海口,,
厦门,重庆,,
厦门,成都,"厦门-成都的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,2辆12t委办车",43427.874
厦门,南充,,
厦门,内江,,
厦门,贵阳,"厦门-贵阳的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,2辆20t委办车,0辆12t委办车",38468.42999999999
厦门,昆明,,
厦门,大理州,,
厦门,拉萨,,
厦门,西安,"厦门-西安的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及2辆40t委办车,0辆20t委办车,0辆12t委办车",56726.496
厦门,宝鸡,,
厦门,兰州,,
厦门,西宁,,
厦门,银川,,
厦门,乌鲁木齐,,
厦门,阿克苏,,
厦门,喀什,,
泉州,北京,,
泉州,天津,,
泉州,石家庄,,
泉州,唐山,,
泉州,廊坊,,
泉州,保定,,
泉州,太原,,
泉州,侯马,,
泉州,呼和浩特,,
泉州,包头,,
泉州,沈阳,,
泉州,大连,,
泉州,锦州,,
泉州,长春,,
泉州,哈尔滨,,
泉州,上海,"泉州-上海的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,1辆12t委办车",22251.21
泉州,南京,"泉州-南京的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及1辆40t委办车,0辆20t委办车,0辆12t委办车",17504.928
泉州,常州,,
泉州,无锡,"泉州-无锡的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",19879.3
泉州,苏州,,
泉州,徐州,,
泉州,连云港,,
泉州,淮安,,
泉州,盐城,,
泉州,扬州,,
泉州,南通,,
泉州,杭州,"泉州-杭州的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,2辆20t委办车,0辆12t委办车",22243.65
泉州,湖州,,
泉州,嘉兴,,
泉州,宁波,,
泉州,台州,,
泉州,金华,"泉州-金华的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及1辆40t委办车,0辆20t委办车,1辆12t委办车",19576.235999999997
泉州,义乌,,
泉州,温州,,
泉州,合肥,,
泉州,蚌埠,,
泉州,芜湖,,
泉州,安庆,"泉州-安庆的邮路使用1辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",23452.308
泉州,福州,"泉州-福州的邮路使用2辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",4080.116
泉州,厦门,"泉州-厦门的邮路使用4辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",3475.12
泉州,泉州,,
泉州,南昌,"泉州-南昌的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,2辆12t委办车",13403.142
泉州,鹰潭,,
泉州,赣州,,
泉州,济南,"泉州-济南的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,3辆20t委办车,2辆12t委办车",99161.5275
泉州,潍坊,,
泉州,烟台,,
泉州,青岛,,
泉州,济宁,,
泉州,临沂,,
泉州,郑州,"泉州-郑州的邮路使用2辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",28997.019999999997
泉州,漯河,,
泉州,信阳,,
泉州,洛阳,,
泉州,武汉,"泉州-武汉的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及1辆40t委办车,0辆20t委办车,3辆12t委办车",46670.183999999994
泉州,荆州,,
泉州,襄阳,,
泉州,长沙,"泉州-长沙的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,2辆20t委办车,0辆12t委办车",23316.578999999998
泉州,常德,,
泉州,衡阳,,
泉州,广州,"泉州-广州的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及4辆40t委办车,2辆20t委办车,3辆12t委办车",87977.718
泉州,汕头,,
泉州,深圳,,
泉州,东莞,,
泉州,湛江,,
泉州,中山,"泉州-中山的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及1辆40t委办车,1辆20t委办车,0辆12t委办车",21354.889499999997
泉州,南宁,,
泉州,柳州,,
泉州,海口,,
泉州,重庆,"泉州-重庆的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",17087.876
泉州,成都,"泉州-成都的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,1辆12t委办车",48857.975999999995
泉州,南充,,
泉州,内江,,
泉州,贵阳,,
泉州,昆明,,
泉州,大理州,,
泉州,拉萨,,
泉州,西安,"泉州-西安的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,2辆20t委办车,0辆12t委办车",61440.171
泉州,宝鸡,,
泉州,兰州,,
泉州,西宁,,
泉州,银川,,
泉州,乌鲁木齐,,
泉州,阿克苏,,
泉州,喀什,,
南昌,北京,"南昌-北京的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",29129.260000000002
南昌,天津,"南昌-天津的邮路使用1辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,1辆12t委办车",55535.625
南昌,石家庄,"南昌-石家庄的邮路使用2辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",23992.852
南昌,唐山,,
南昌,廊坊,"南昌-廊坊的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",13722.669999999998
南昌,保定,,
南昌,太原,"南昌-太原的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,0辆12t委办车",29526.12
南昌,侯马,,
南昌,呼和浩特,,
南昌,包头,,
南昌,沈阳,,
南昌,大连,,
南昌,锦州,"南昌-锦州的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及1辆40t委办车,0辆20t委办车,0辆12t委办车",29465.532
南昌,长春,"南昌-长春的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,0辆12t委办车",30120.519
南昌,哈尔滨,,
南昌,上海,"南昌-上海的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,3辆12t委办车",22994.964
南昌,南京,"南昌-南京的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,2辆20t委办车,0辆12t委办车",16120.104
南昌,常州,,
南昌,无锡,,
南昌,苏州,,
南昌,徐州,,
南昌,连云港,,
南昌,淮安,,
南昌,盐城,,
南昌,扬州,,
南昌,南通,,
南昌,杭州,"南昌-杭州的邮路使用2辆40t自办车,2辆20t自办车,0辆12t自办车以及1辆40t委办车,0辆20t委办车,0辆12t委办车",27695.976
南昌,湖州,,
南昌,嘉兴,,
南昌,宁波,,
南昌,台州,,
南昌,金华,,
南昌,义乌,,
南昌,温州,,
南昌,合肥,"南昌-合肥的邮路使用3辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",16145.556
南昌,蚌埠,,
南昌,芜湖,,
南昌,安庆,,
南昌,福州,"南昌-福州的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",11481.310000000001
南昌,厦门,"南昌-厦门的邮路使用1辆40t自办车,1辆20t自办车,0辆12t自办车以及1辆40t委办车,0辆20t委办车,0辆12t委办车",21843.192
南昌,泉州,,
南昌,南昌,,
南昌,鹰潭,"南昌-鹰潭的邮路使用3辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",4075.728
南昌,赣州,"南昌-赣州的邮路使用6辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",19334.856
南昌,济南,"南昌-济南的邮路使用2辆40t自办车,0辆20t自办车,0辆12t自办车以及1辆40t委办车,0辆20t委办车,0辆12t委办车",38321.512
南昌,潍坊,,
南昌,烟台,,
南昌,青岛,,
南昌,济宁,,
南昌,临沂,,
南昌,郑州,"南昌-郑州的邮路使用1辆40t自办车,2辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,0辆12t委办车",34180.102
南昌,漯河,,
南昌,信阳,,
南昌,洛阳,,
南昌,武汉,"南昌-武汉的邮路使用3辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",9070.98
南昌,荆州,,
南昌,襄阳,,
南昌,长沙,"南昌-长沙的邮路使用3辆40t自办车,0辆20t自办车,1辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",10643.104000000001
南昌,常德,,
南昌,衡阳,,
南昌,广州,"南昌-广州的邮路使用3辆40t自办车,0辆20t自办车,0辆12t自办车以及3辆40t委办车,0辆20t委办车,0辆12t委办车",61661.7
南昌,汕头,,
南昌,深圳,,
南昌,东莞,,
南昌,湛江,,
南昌,中山,,
南昌,南宁,,
南昌,柳州,,
南昌,海口,,
南昌,重庆,"南昌-重庆的邮路使用1辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",21657.84
南昌,成都,"南昌-成都的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,1辆12t委办车",49887.4025
南昌,南充,,
南昌,内江,,
南昌,贵阳,"南昌-贵阳的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",23550.885000000002
南昌,昆明,"南昌-昆明的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",33693.384999999995
南昌,大理州,,
南昌,拉萨,,
南昌,西安,"南昌-西安的邮路使用1辆40t自办车,1辆20t自办车,1辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",27221.640000000007
南昌,宝鸡,,
