收寄城市,寄达城市,流量_集包,流量_大件,总流量
连云港,洛阳,30,194,224
徐州,昆明,141,2546,2687
盐城,石家庄,49,267,316
盐城,北京,57,319,376
盐城,信阳,50,240,290
盐城,南宁,41,229,270
盐城,金华,34,164,198
扬州,呼和浩特,40,417,457
扬州,武汉,75,814,889
扬州,西安,79,817,896
常州,长沙,196,1993,2189
常州,乌鲁木齐,65,638,703
南通,沈阳,65,1443,1508
南通,长春,43,895,938
南通,安庆,21,441,462
南通,柳州,21,432,453
合肥,湛江,71,737,808
合肥,南宁,210,2277,2487
安庆,长春,127,1218,1345
安庆,长沙,148,1504,1652
蚌埠,济南,252,2596,2848
蚌埠,中山,110,1017,1127
蚌埠,北京,137,1351,1488
蚌埠,杭州,118,1197,1315
蚌埠,福州,135,1416,1551
芜湖,哈尔滨,44,558,602
芜湖,广州,149,1916,2065
芜湖,贵阳,64,747,811
济南,西安,386,4489,4875
潍坊,呼和浩特,30,440,470
临沂,广州,63,755,818
天津,青岛,45,1953,1998
杭州,哈尔滨,488,1118,1606
杭州,长春,381,869,1250
杭州,常州,253,590,843
杭州,鹰潭,84,183,267
杭州,福州,457,1053,1510
杭州,长沙,613,1419,2032
杭州,昆明,397,953,1350
湖州,呼和浩特,61,154,215
湖州,长沙,210,575,785
湖州,洛阳,69,186,255
湖州,昆明,302,832,1134
嘉兴,天津,106,325,431
嘉兴,武汉,215,647,862
嘉兴,郑州,171,527,698
嘉兴,广州,317,955,1272
嘉兴,湛江,41,117,158
嘉兴,柳州,46,136,182
宁波,安庆,46,355,401
宁波,漯河,111,843,954
宁波,成都,283,2337,2620
台州,侯马,109,380,489
台州,北京,205,748,953
台州,鹰潭,53,181,234
台州,兰州,137,509,646
金华,呼和浩特,208,1504,1712
金华,太原,387,2930,3317
金华,衡阳,184,1389,1573
金华,中山,331,2494,2825
金华,汕头,275,2080,2355
金华,湛江,174,1300,1474
金华,南宁,465,3549,4014
金华,乌鲁木齐,224,1666,1890
温州,青岛,145,611,756
温州,福州,267,1119,1386
温州,漯河,110,432,542
温州,兰州,101,402,503
南昌,沈阳,169,1624,1793
南昌,合肥,125,1587,1712
南昌,兰州,115,932,1047
鹰潭,济南,35,328,363
鹰潭,信阳,16,130,146
鹰潭,广州,54,528,582
福州,武汉,136,1730,1866
福州,贵阳,83,956,1039
泉州,广州,322,10279,10601
泉州,天津,42,1232,1274
泉州,青岛,37,1086,1123
泉州,阿克苏,21,572,593
厦门,杭州,54,1736,1790
重庆,金华,21,650,671
重庆,福州,47,1679,1726
重庆,柳州,27,955,982
长沙,呼和浩特,132,1793,1925
长沙,太原,131,1950,2081
长沙,济南,242,3740,3982
长沙,武汉,324,5047,5371
长沙,漯河,106,1585,1691
长沙,信阳,121,1918,2039
长沙,南充,98,1514,1612
长沙,西安,310,4918,5228
长沙,乌鲁木齐,111,1458,1569
衡阳,郑州,36,1003,1039
武汉,南昌,212,4351,4563
武汉,沈阳,203,4487,4690
武汉,徐州,86,1750,1836
武汉,西安,253,5498,5751
襄阳,常州,13,229,242
襄阳,广州,60,1219,1279
襄阳,中山,19,328,347
郑州,青岛,178,3193,3371
郑州,厦门,117,2025,2142
郑州,汕头,135,2280,2415
郑州,锦州,66,1151,1217
郑州,太原,243,4394,4637
洛阳,石家庄,125,1292,1417
洛阳,福州,69,807,876
洛阳,湛江,32,338,370
洛阳,银川,51,439,490
漯河,郑州,74,1921,1995
信阳,银川,21,261,282
广州,厦门,221,2103,2324
广州,成都,389,3919,4308
广州,兰州,146,1410,1556
汕头,常州,16,95,111
汕头,合肥,26,201,227
汕头,贵阳,69,500,569
汕头,成都,96,808,904
汕头,阿克苏,16,106,122
湛江,天津,13,301,314
广州,沈阳,176,1832,2008
中山,中山,85,1069,1154
成都,杭州,63,1612,1675
石家庄,上海,245,3074,3319
石家庄,常德,43,510,553
石家庄,烟台,60,691,751
石家庄,衡阳,65,737,802
石家庄,赣州,43,479,522
石家庄,荆州,21,232,253
石家庄,内江,14,157,171
天津,廊坊,15,440,455
天津,徐州,18,609,627
天津,南通,9,311,320
天津,衡阳,9,262,271
天津,银川,15,506,521
唐山,无锡,4,41,45
唐山,南充,4,33,37
北京,无锡,17,351,368
北京,南通,13,267,280
北京,宁波,21,460,481
北京,乌鲁木齐,21,510,531
廊坊,蚌埠,14,127,141
廊坊,襄阳,10,76,86
廊坊,宁波,12,115,127
廊坊,鹰潭,6,46,52
廊坊,荆州,4,33,37
保定,宁波,28,225,253
保定,长沙,83,717,800
保定,连云港,13,87,100
保定,芜湖,17,125,142
保定,潍坊,37,328,365
保定,泉州,21,160,181
保定,鹰潭,10,74,84
北京,温州,16,342,358
北京,中山,20,438,458
北京,拉萨,7,135,142
沈阳,保定,62,488,550
沈阳,重庆,38,299,337
沈阳,盐城,18,136,154
沈阳,南通,29,214,243
沈阳,临沂,41,405,446
沈阳,台州,24,189,213
沈阳,温州,39,297,336
沈阳,福州,47,357,404
沈阳,西宁,15,98,113
长春,太原,29,741,770
长春,沈阳,102,2838,2940
长春,上海,26,803,829
长春,宁波,10,255,265
长春,成都,23,598,621
长春,南充,5,115,120
长春,昆明,18,380,398
哈尔滨,太原,31,959,990
哈尔滨,上海,49,1419,1468
哈尔滨,苏州,22,663,685
哈尔滨,徐州,14,377,391
哈尔滨,青岛,42,1384,1426
南京,包头,25,292,317
南京,唐山,41,513,554
南京,烟台,41,497,538
南京,鹰潭,23,246,269
南京,内江,13,128,141
扬州,南通,29,301,330
扬州,金华,26,274,300
淮安,哈尔滨,20,192,212
淮安,中山,17,158,175
淮安,昆明,18,165,183
常州,烟台,54,539,593
常州,济宁,74,784,858
常州,温州,84,866,950
常州,常德,37,365,402
无锡,唐山,26,195,221
无锡,大连,34,266,300
无锡,潍坊,31,243,274
无锡,嘉兴,40,319,359
无锡,赣州,16,121,137
无锡,常德,18,133,151
无锡,包头,16,124,140
无锡,喀什,3,17,20
常州,安庆,48,479,527
苏州,义乌,26,207,233
苏州,泉州,52,421,473
苏州,深圳,115,967,1082
苏州,烟台,37,299,336
苏州,衡阳,47,393,440
苏州,内江,9,71,80
徐州,温州,82,1554,1636
徐州,廊坊,39,701,740
徐州,湖州,34,586,620
连云港,嘉兴,17,113,130
连云港,泉州,24,170,194
连云港,衡阳,18,136,154
连云港,深圳,63,471,534
淮安,扬州,19,191,210
淮安,海口,16,163,179
盐城,长春,34,200,234
盐城,安庆,18,96,114
盐城,烟台,27,142,169
盐城,嘉兴,25,147,172
盐城,鹰潭,9,39,48
盐城,襄阳,14,70,84
盐城,昆明,34,196,230
盐城,包头,7,37,44
常州,荆州,19,184,203
常州,阿克苏,15,129,144
南通,临沂,21,452,473
南通,台州,28,603,631
合肥,廊坊,45,465,510
合肥,上海,465,5375,5840
安庆,扬州,25,262,287
安庆,潍坊,43,430,473
安庆,嘉兴,47,449,496
安庆,内江,10,93,103
安庆,乌鲁木齐,18,163,181
蚌埠,安庆,42,399,441
蚌埠,温州,63,644,707
蚌埠,乌鲁木齐,26,264,290
蚌埠,内江,12,115,127
芜湖,济南,95,1140,1235
芜湖,青岛,49,617,666
芜湖,南宁,74,901,975
芜湖,成都,107,1381,1488
芜湖,蚌埠,44,551,595
芜湖,潍坊,20,268,288
芜湖,柳州,31,346,377
济南,廊坊,47,518,565
济南,南京,126,1412,1538
济南,无锡,63,771,834
济南,烟台,113,1257,1370
济南,南充,74,764,838
潍坊,包头,8,122,130
潍坊,侯马,13,189,202
潍坊,南京,19,270,289
潍坊,福州,18,259,277
潍坊,重庆,18,276,294
潍坊,芜湖,7,93,100
青岛,北京,107,1628,1735
青岛,苏州,27,397,424
青岛,青岛,32,399,431
青岛,临沂,19,254,273
青岛,乌鲁木齐,17,241,258
青岛,汕头,16,214,230
济宁,太原,27,563,590
济宁,沈阳,40,867,907
济宁,嘉兴,7,142,149
济宁,厦门,14,250,264
济宁,信阳,16,307,323
临沂,武汉,39,484,523
临沂,东莞,18,205,223
济宁,保定,11,215,226
济南,台州,45,506,551
临沂,芜湖,9,80,89
临沂,赣州,8,86,94
临沂,湛江,11,123,134
杭州,苏州,491,1168,1659
杭州,常德,118,275,393
湖州,苏州,113,313,426
湖州,南通,47,123,170
湖州,蚌埠,109,293,402
湖州,常德,52,140,192
湖州,深圳,121,335,456
湖州,大理州,77,206,283
嘉兴,廊坊,20,60,80
嘉兴,淮安,21,57,78
嘉兴,喀什,7,20,27
宁波,潍坊,63,524,587
宁波,济宁,54,448,502
宁波,泉州,92,767,859
台州,包头,26,88,114
台州,保定,80,292,372
台州,盐城,76,273,349
台州,临沂,99,358,457
台州,荆州,33,112,145
台州,东莞,230,863,1093
台州,海口,116,429,545
台州,宝鸡,26,91,117
金华,连云港,110,850,960
金华,泉州,227,1736,1963
金华,荆州,52,393,445
温州,廊坊,34,137,171
温州,包头,20,82,102
温州,东莞,153,671,824
南昌,太原,130,1407,1537
南昌,上海,248,3742,3990
南昌,苏州,120,1654,1774
南昌,金华,70,891,961
南昌,常州,61,827,888
南昌,西宁,24,179,203
鹰潭,太原,20,177,197
鹰潭,北京,44,457,501
鹰潭,沈阳,27,271,298
鹰潭,大连,7,58,65
鹰潭,南京,13,113,126
鹰潭,金华,10,86,96
福州,上海,128,2130,2258
福州,徐州,48,594,642
福州,重庆,72,1003,1075
福州,沈阳,103,1221,1324
福州,大连,26,337,363
福州,嘉兴,29,387,416
福州,盐城,18,221,239
厦门,沈阳,31,1122,1153
厦门,哈尔滨,30,953,983
厦门,天津,33,1025,1058
厦门,泉州,56,1700,1756
厦门,深圳,66,2215,2281
泉州,临沂,17,452,469
泉州,盐城,12,322,334
泉州,扬州,10,266,276
泉州,银川,17,499,516
泉州,拉萨,15,455,470
厦门,常州,22,639,661
厦门,温州,27,859,886
重庆,苏州,34,1288,1322
重庆,东莞,37,1421,1458
重庆,淮安,6,196,202
重庆,济宁,10,384,394
重庆,临沂,10,407,417
长沙,包头,37,506,543
长沙,苏州,144,2179,2323
长沙,烟台,40,608,648
长沙,深圳,285,4739,5024
长沙,东莞,210,3409,3619
常德,上海,50,983,1033
常德,南通,6,104,110
常德,重庆,15,291,306
衡阳,呼和浩特,16,380,396
衡阳,长沙,76,2260,2336
衡阳,中山,31,858,889
衡阳,海口,19,548,567
衡阳,成都,48,1487,1535
衡阳,西安,39,1115,1154
衡阳,兰州,13,407,420
衡阳,银川,9,216,225
衡阳,侯马,15,341,356
衡阳,杭州,31,869,900
衡阳,信阳,17,444,461
衡阳,湛江,13,363,376
衡阳,宁波,15,456,471
衡阳,温州,14,401,415
武汉,无锡,62,1318,1380
武汉,芜湖,52,1057,1109
武汉,安庆,48,962,1010
武汉,泉州,81,1739,1820
武汉,潍坊,48,1009,1057
武汉,义乌,23,436,459
荆州,哈尔滨,19,173,192
荆州,青岛,16,134,150
荆州,南昌,24,225,249
荆州,西安,31,298,329
荆州,深圳,31,315,346
荆州,金华,12,108,120
荆州,台州,7,72,79
襄阳,北京,52,1129,1181
襄阳,苏州,22,458,480
襄阳,南通,6,117,123
襄阳,青岛,14,266,280
襄阳,赣州,6,103,109
襄阳,厦门,13,197,210
襄阳,常德,5,91,96
襄阳,海口,11,225,236
郑州,东莞,144,2615,2759
郑州,大连,69,1211,1280
郑州,泉州,83,1497,1580
洛阳,内江,9,94,103
漯河,沈阳,55,1435,1490
漯河,福州,36,834,870
漯河,重庆,37,908,945
漯河,常德,13,287,300
漯河,南宁,46,1180,1226
漯河,柳州,21,443,464
漯河,蚌埠,16,407,423
漯河,海口,15,355,370
漯河,金华,15,368,383
漯河,赣州,12,293,305
信阳,北京,101,1610,1711
信阳,南宁,44,606,650
信阳,南京,26,355,381
信阳,泉州,15,209,224
信阳,昆明,26,358,384
洛阳,乌鲁木齐,21,129,150
广州,北京,320,3132,3452
广州,杭州,155,1619,1774
广州,银川,61,583,644
汕头,廊坊,10,70,80
汕头,潍坊,14,92,106
汕头,嘉兴,10,75,85
汕头,赣州,19,138,157
汕头,重庆,45,366,411
汕头,常德,23,178,201
汕头,宝鸡,5,37,42
汕头,银川,15,103,118
汕头,深圳,85,841,926
湛江,温州,9,199,208
湛江,衡阳,9,194,203
湛江,兰州,10,218,228
湛江,徐州,8,163,171
湛江,烟台,4,87,91
中山,泉州,31,443,474
中山,海口,38,514,552
中山,南昌,55,703,758
中山,成都,97,1250,1347
中山,唐山,16,172,188
中山,徐州,29,377,406
中山,南通,15,194,209
中山,台州,16,208,224
贵阳,南京,9,199,208
贵阳,常州,5,119,124
贵阳,徐州,6,127,133
贵阳,青岛,7,178,185
海口,贵阳,6,83,89
成都,呼和浩特,73,1806,1879
成都,常州,27,638,665
成都,宁波,35,880,915
成都,义乌,10,224,234
成都,赣州,16,374,390
成都,厦门,34,805,839
昆明,太原,17,326,343
昆明,上海,57,1214,1271
昆明,南充,15,273,288
昆明,银川,9,164,173
昆明,无锡,10,208,218
昆明,合肥,14,297,311
昆明,蚌埠,7,145,152
昆明,洛阳,8,146,154
昆明,拉萨,5,78,83
西安,北京,136,6086,6222
西安,沈阳,74,3120,3194
西安,哈尔滨,62,2792,2854
西安,济南,68,2667,2735
西安,长沙,106,4281,4387
西安,贵阳,64,2482,2546
西安,徐州,26,939,965
西安,信阳,34,1155,1189
西安,银川,46,1388,1434
太原,太原,40,1624,1664
太原,北京,46,2504,2550
厦门,锦州,8,207,215
南宁,贵阳,35,2290,2325
呼和浩特,包头,23,627,650
呼和浩特,侯马,5,122,127
呼和浩特,上海,10,288,298
呼和浩特,深圳,7,190,197
呼和浩特,西安,14,458,472
呼和浩特,重庆,7,175,182
锦州,石家庄,4,112,116
锦州,大连,4,81,85
太原,侯马,17,824,841
太原,哈尔滨,15,762,777
天津,西宁,5,161,166
哈尔滨,扬州,5,111,116
哈尔滨,芜湖,6,132,138
哈尔滨,安庆,6,116,122
哈尔滨,台州,8,214,222
哈尔滨,金华,10,280,290
哈尔滨,衡阳,7,177,184
合肥,拉萨,10,106,116
济南,扬州,28,316,344
济南,赣州,34,409,443
青岛,扬州,6,91,97
青岛,嘉兴,10,134,144
鹰潭,常德,6,57,63
福州,连云港,13,169,182
福州,内江,6,65,71
厦门,包头,6,147,153
厦门,唐山,9,256,265
厦门,大理州,6,158,164
衡阳,常德,12,370,382
信阳,大连,13,188,201
信阳,扬州,7,88,95
信阳,嘉兴,12,170,182
广州,扬州,23,229,252
中山,乌鲁木齐,41,577,618
汕头,包头,5,49,54
南宁,青岛,10,750,760
南宁,温州,10,744,754
南宁,长沙,38,2863,2901
南宁,柳州,43,3016,3059
南宁,兰州,5,490,495
柳州,合肥,3,108,111
柳州,济南,5,160,165
柳州,长沙,7,317,324
柳州,郑州,4,158,162
柳州,深圳,10,470,480
柳州,柳州,18,778,796
柳州,贵阳,7,319,326
贵阳,盐城,3,57,60
贵阳,潍坊,4,78,82
贵阳,嘉兴,5,124,129
贵阳,襄阳,4,68,72
贵阳,洛阳,4,90,94
南充,天津,11,228,239
南充,长沙,17,244,261
南充,深圳,15,256,271
南充,兰州,8,136,144
南充,呼和浩特,5,97,102
成都,连云港,9,207,216
大理州,石家庄,4,129,133
大理州,苏州,4,136,140
西安,大连,23,878,901
西安,盐城,14,566,580
西安,湖州,13,557,570
西安,台州,23,918,941
深圳,广州,855,2692,3547
深圳,汕头,122,380,502
东莞,汕头,141,734,875
东莞,湛江,92,475,567
包头,太原,5,112,117
太原,汕头,5,219,224
太原,贵阳,7,352,359
大连,侯马,4,32,36
哈尔滨,襄阳,5,111,116
上海,呼和浩特,102,1560,1662
上海,银川,65,956,1021
上海,哈尔滨,119,1755,1874
上海,侯马,45,678,723
上海,徐州,65,987,1052
上海,福州,141,2178,2319
上海,汕头,52,779,831
上海,海口,80,1245,1325
上海,西安,156,2331,2487
济宁,湛江,7,154,161
济宁,南宁,9,171,180
义乌,锦州,94,763,857
义乌,长春,405,3326,3731
义乌,徐州,442,3644,4086
义乌,合肥,543,4484,5027
义乌,长沙,854,7046,7900
义乌,武汉,910,7485,8395
鹰潭,鹰潭,3,22,25
赣州,济南,15,954,969
赣州,南昌,12,855,867
赣州,福州,8,555,563
荆州,芜湖,7,60,67
深圳,侯马,51,159,210
深圳,长春,81,257,338
深圳,南昌,121,383,504
深圳,长沙,261,840,1101
深圳,成都,252,796,1048
深圳,乌鲁木齐,116,372,488
东莞,蚌埠,50,266,316
东莞,厦门,98,531,629
东莞,郑州,165,883,1048
东莞,南宁,201,1079,1280
东莞,乌鲁木齐,94,501,595
南充,徐州,5,75,80
银川,呼和浩特,10,163,173
呼和浩特,宝鸡,1,25,26
包头,淮安,1,1,2
包头,杭州,1,17,18
包头,南充,1,2,3
太原,南通,2,98,100
太原,临沂,4,188,192
太原,嘉兴,2,124,126
太原,赣州,2,80,82
太原,重庆,6,371,377
太原,南充,3,148,151
太原,大理州,2,60,62
侯马,唐山,1,75,76
侯马,保定,2,99,101
侯马,锦州,1,55,56
侯马,上海,4,346,350
侯马,连云港,1,27,28
侯马,扬州,1,34,35
侯马,蚌埠,1,98,99
侯马,芜湖,1,72,73
侯马,潍坊,1,83,84
侯马,天津,4,335,339
侯马,福州,2,185,187
侯马,衡阳,1,82,83
侯马,洛阳,2,119,121
侯马,中山,2,135,137
侯马,海口,1,71,72
侯马,成都,4,392,396
侯马,南充,1,86,87
侯马,喀什,1,3,4
唐山,盐城,2,23,25
唐山,济宁,3,40,43
唐山,宝鸡,1,11,12
唐山,阿克苏,1,8,9
廊坊,拉萨,5,52,57
北京,潍坊,14,349,363
大连,淮安,1,6,7
大连,南通,2,23,25
大连,烟台,4,47,51
大连,温州,4,48,52
大连,鹰潭,1,7,8
大连,衡阳,2,17,19
大连,洛阳,4,39,43
大连,南宁,6,64,70
大连,昆明,7,78,85
大连,乌鲁木齐,3,29,32
大连,阿克苏,1,5,6
锦州,廊坊,2,36,38
锦州,保定,2,48,50
锦州,锦州,2,28,30
锦州,苏州,2,48,50
锦州,烟台,2,35,37
锦州,济宁,1,23,24
锦州,金华,1,23,24
锦州,深圳,2,50,52
锦州,湛江,1,8,9
锦州,南宁,2,32,34
锦州,海口,1,21,22
锦州,宝鸡,1,6,7
锦州,兰州,2,41,43
长春,淮安,2,39,41
长春,鹰潭,2,42,44
长春,内江,1,24,25
长春,阿克苏,2,49,51
长春,喀什,1,13,14
上海,保定,28,423,451
上海,连云港,20,305,325
上海,湖州,23,354,377
上海,义乌,16,238,254
淮安,喀什,2,22,24
盐城,内江,3,17,20
扬州,义乌,10,96,106
扬州,拉萨,5,53,58
芜湖,淮安,5,71,76
安庆,喀什,2,12,14
潍坊,扬州,4,66,70
潍坊,湖州,4,65,69
潍坊,鹰潭,3,40,43
烟台,唐山,4,94,98
烟台,廊坊,3,62,65
烟台,淮安,2,32,34
烟台,盐城,3,72,75
烟台,湖州,3,57,60
烟台,嘉兴,5,109,114
烟台,义乌,2,46,48
烟台,常德,3,57,60
烟台,襄阳,3,71,74
烟台,大理州,1,18,19
烟台,拉萨,1,15,16
青岛,西宁,2,28,30
济宁,台州,6,136,142
济宁,鹰潭,3,64,67
济宁,大理州,2,44,46
临沂,扬州,5,55,60
临沂,义乌,3,39,42
临沂,荆州,3,39,42
临沂,海口,4,51,55
临沂,宝鸡,4,42,46
临沂,西宁,3,28,31
临沂,喀什,1,11,12
天津,喀什,1,41,42
义乌,廊坊,100,828,928
义乌,保定,195,1613,1808
义乌,大理州,84,689,773
鹰潭,内江,2,16,18
鹰潭,宝鸡,3,25,28
鹰潭,西宁,3,25,28
赣州,太原,9,697,706
赣州,保定,3,210,213
赣州,大连,2,170,172
赣州,无锡,3,200,203
赣州,徐州,4,309,313
赣州,扬州,2,88,90
赣州,南通,2,133,135
赣州,安庆,2,127,129
赣州,青岛,6,454,460
赣州,襄阳,2,137,139
赣州,深圳,10,818,828
常德,大连,2,31,33
常德,芜湖,3,41,44
常德,赣州,3,60,63
常德,内江,1,19,20
常德,银川,3,51,54
衡阳,内江,2,63,65
衡阳,宝鸡,3,68,71
荆州,廊坊,4,36,40
荆州,连云港,3,32,35
荆州,阿克苏,2,15,17
襄阳,喀什,1,4,5
深圳,苏州,129,417,546
深圳,南通,45,144,189
深圳,济宁,28,90,118
深圳,西宁,29,93,122
东莞,保定,42,226,268
东莞,常德,38,205,243
湛江,拉萨,1,9,10
南宁,廊坊,3,197,200
南宁,荆州,2,171,173
南宁,乌鲁木齐,4,282,286
柳州,呼和浩特,1,42,43
柳州,唐山,1,27,28
柳州,保定,1,34,35
柳州,大连,1,34,35
柳州,锦州,1,20,21
柳州,潍坊,1,34,35
柳州,宝鸡,1,11,12
贵阳,呼和浩特,3,96,99
贵阳,喀什,1,5,6
海口,太原,4,49,53
海口,廊坊,1,12,13
海口,盐城,1,11,12
海口,嘉兴,2,21,23
海口,赣州,2,19,21
海口,荆州,1,10,11
海口,襄阳,1,14,15
海口,兰州,2,23,25
海口,乌鲁木齐,2,29,31
南充,保定,3,55,58
南充,大连,4,52,56
南充,扬州,2,27,29
南充,临沂,3,35,38
南充,银川,3,61,64
南充,乌鲁木齐,3,30,33
内江,唐山,1,22,23
内江,沈阳,2,78,80
内江,湖州,1,18,19
内江,南昌,3,118,121
内江,成都,12,512,524
内江,南充,2,87,89
昆明,荆州,3,52,55
大理州,呼和浩特,2,46,48
大理州,包头,1,17,18
大理州,锦州,2,42,44
大理州,常州,2,57,59
大理州,盐城,1,28,29
大理州,蚌埠,2,42,44
大理州,台州,1,37,38
大理州,赣州,1,30,31
大理州,厦门,2,82,84
宝鸡,包头,1,101,102
宝鸡,北京,5,1134,1139
宝鸡,连云港,1,37,38
宝鸡,淮安,1,33,34
宝鸡,天津,2,336,338
宝鸡,福州,2,292,294
宝鸡,荆州,1,38,39
宝鸡,汕头,2,261,263
宝鸡,东莞,2,428,430
宝鸡,中山,2,385,387
宝鸡,南宁,2,305,307
宝鸡,成都,3,572,575
宝鸡,兰州,2,256,258
兰州,北京,15,531,546
兰州,沈阳,11,438,449
兰州,泉州,3,76,79
兰州,长沙,8,227,235
兰州,东莞,5,131,136
兰州,喀什,2,31,33
银川,保定,2,23,25
银川,北京,11,148,159
银川,合肥,4,46,50
银川,安庆,2,15,17
银川,湖州,1,12,13
银川,湛江,2,16,18
银川,中山,3,38,41
银川,贵阳,4,43,47
银川,海口,4,42,46
西宁,唐山,1,15,16
西宁,沈阳,2,47,49
西宁,哈尔滨,1,41,42
西宁,无锡,1,19,20
西宁,淮安,1,3,4
西宁,南通,1,13,14
西宁,潍坊,1,16,17
西宁,湖州,1,6,7
西宁,嘉兴,1,13,14
西宁,义乌,1,7,8
西宁,南昌,1,34,35
西宁,泉州,1,11,12
西宁,广州,3,95,98
西宁,大理州,1,13,14
西宁,兰州,6,192,198
西宁,乌鲁木齐,2,38,40
乌鲁木齐,哈尔滨,3,172,175
乌鲁木齐,无锡,1,59,60
乌鲁木齐,苏州,3,167,170
乌鲁木齐,淮安,1,11,12
乌鲁木齐,潍坊,1,41,42
乌鲁木齐,金华,2,66,68
乌鲁木齐,温州,2,83,85
乌鲁木齐,厦门,2,65,67
乌鲁木齐,泉州,2,69,71
乌鲁木齐,襄阳,1,35,36
阿克苏,呼和浩特,1,8,9
阿克苏,锦州,1,4,5
阿克苏,常州,1,7,8
阿克苏,徐州,1,14,15
阿克苏,连云港,1,3,4
阿克苏,南通,1,6,7
阿克苏,芜湖,1,6,7
阿克苏,临沂,1,5,6
阿克苏,襄阳,1,6,7
阿克苏,信阳,1,28,29
阿克苏,汕头,1,8,9
阿克苏,南充,1,35,36
阿克苏,兰州,1,107,108
阿克苏,喀什,1,101,102
喀什,合肥,1,11,12
喀什,天津,1,8,9
喀什,嘉兴,1,2,3
喀什,义乌,1,2,3
喀什,鹰潭,1,1,2
喀什,泉州,1,5,6
拉萨,呼和浩特,1,3,4
拉萨,包头,1,1,2
拉萨,淮安,1,1,2
