收寄城市,寄达城市,经转次数,路线
重庆,大理州,2,重庆-贵阳-昆明-大理州
重庆,宝鸡,1,重庆-西安-宝鸡
重庆,阿克苏,1,重庆-兰州-阿克苏
重庆,喀什,2,重庆-兰州-阿克苏-喀什
成都,北京,0,成都-北京
成都,天津,0,成都-天津
成都,石家庄,0,成都-石家庄
成都,太原,0,成都-太原
成都,呼和浩特,1,成都-西安-呼和浩特
成都,沈阳,0,成都-沈阳
成都,长春,0,成都-长春
成都,哈尔滨,1,成都-天津-哈尔滨
成都,上海,0,成都-上海
成都,南京,0,成都-南京
成都,杭州,0,成都-杭州
成都,合肥,0,成都-合肥
成都,福州,0,成都-福州
成都,南昌,0,成都-南昌
成都,济南,0,成都-济南
成都,郑州,0,成都-郑州
成都,武汉,0,成都-武汉
成都,长沙,0,成都-长沙
成都,广州,0,成都-广州
成都,南宁,0,成都-南宁
成都,海口,1,成都-南宁-海口
成都,重庆,0,成都-重庆
成都,贵阳,0,成都-贵阳
成都,昆明,0,成都-昆明
成都,拉萨,2,成都-兰州-西宁-拉萨
成都,西安,0,成都-西安
成都,兰州,0,成都-兰州
成都,西宁,1,成都-兰州-西宁
成都,银川,1,成都-西安-银川
成都,乌鲁木齐,1,成都-兰州-乌鲁木齐
成都,唐山,1,成都-天津-唐山
成都,廊坊,1,成都-石家庄-廊坊
成都,保定,1,成都-石家庄-保定
成都,侯马,1,成都-西安-侯马
成都,包头,2,成都-西安-呼和浩特-包头
成都,大连,1,成都-北京-大连
成都,锦州,1,成都-北京-锦州
成都,常州,1,成都-南京-常州
成都,无锡,1,成都-南京-无锡
成都,苏州,0,成都-苏州
成都,徐州,1,成都-郑州-徐州
成都,连云港,1,成都-南京-连云港
成都,淮安,1,成都-南京-淮安
成都,盐城,1,成都-南京-盐城
成都,扬州,1,成都-南京-扬州
成都,南通,1,成都-南京-南通
成都,湖州,1,成都-南京-湖州
成都,嘉兴,1,成都-苏州-嘉兴
成都,宁波,1,成都-杭州-宁波
成都,台州,1,成都-杭州-台州
成都,金华,1,成都-长沙-金华
成都,义乌,1,成都-杭州-义乌
成都,温州,1,成都-杭州-温州
成都,蚌埠,1,成都-合肥-蚌埠
成都,芜湖,1,成都-合肥-芜湖
成都,安庆,1,成都-合肥-安庆
成都,厦门,1,成都-长沙-厦门
成都,泉州,1,成都-重庆-泉州
成都,鹰潭,1,成都-南昌-鹰潭
成都,赣州,1,成都-南昌-赣州
成都,潍坊,1,成都-济南-潍坊
成都,烟台,1,成都-济南-烟台
成都,青岛,1,成都-郑州-青岛
成都,济宁,1,成都-济南-济宁
成都,临沂,1,成都-济南-临沂
成都,漯河,1,成都-郑州-漯河
成都,信阳,1,成都-武汉-信阳
成都,洛阳,1,成都-郑州-洛阳
成都,荆州,1,成都-武汉-荆州
成都,襄阳,1,成都-武汉-襄阳
成都,常德,1,成都-长沙-常德
成都,衡阳,1,成都-长沙-衡阳
成都,汕头,1,成都-广州-汕头
成都,深圳,0,成都-深圳
成都,东莞,1,成都-广州-东莞
成都,湛江,1,成都-广州-湛江
成都,中山,1,成都-广州-中山
成都,柳州,1,成都-南宁-柳州
成都,南充,0,成都-南充
成都,内江,0,成都-内江
成都,大理州,1,成都-昆明-大理州
成都,宝鸡,1,成都-西安-宝鸡
成都,阿克苏,1,成都-兰州-阿克苏
成都,喀什,2,成都-兰州-阿克苏-喀什
贵阳,北京,0,贵阳-北京
贵阳,天津,1,贵阳-重庆-天津
贵阳,石家庄,1,贵阳-重庆-石家庄
贵阳,太原,1,贵阳-重庆-太原
贵阳,呼和浩特,1,贵阳-武汉-呼和浩特
贵阳,沈阳,1,贵阳-北京-沈阳
贵阳,长春,1,贵阳-北京-长春
贵阳,哈尔滨,1,贵阳-北京-哈尔滨
贵阳,上海,0,贵阳-上海
贵阳,南京,0,贵阳-南京
贵阳,杭州,1,贵阳-长沙-杭州
贵阳,合肥,1,贵阳-武汉-合肥
贵阳,福州,1,贵阳-长沙-福州
贵阳,南昌,0,贵阳-南昌
贵阳,济南,1,贵阳-武汉-济南
贵阳,郑州,1,贵阳-重庆-郑州
贵阳,武汉,0,贵阳-武汉
贵阳,长沙,0,贵阳-长沙
贵阳,广州,0,贵阳-广州
贵阳,南宁,0,贵阳-南宁
贵阳,海口,1,贵阳-南宁-海口
贵阳,重庆,0,贵阳-重庆
贵阳,成都,0,贵阳-成都
贵阳,昆明,0,贵阳-昆明
贵阳,拉萨,2,贵阳-北京-西宁-拉萨
贵阳,西安,1,贵阳-重庆-西安
贵阳,兰州,1,贵阳-重庆-兰州
贵阳,西宁,1,贵阳-北京-西宁
贵阳,银川,1,贵阳-北京-银川
贵阳,乌鲁木齐,1,贵阳-长沙-乌鲁木齐
贵阳,唐山,1,贵阳-北京-唐山
贵阳,廊坊,1,贵阳-北京-廊坊
贵阳,保定,1,贵阳-北京-保定
贵阳,侯马,1,贵阳-北京-侯马
贵阳,包头,2,贵阳-武汉-呼和浩特-包头
贵阳,大连,1,贵阳-北京-大连
贵阳,锦州,1,贵阳-北京-锦州
贵阳,常州,1,贵阳-南京-常州
贵阳,无锡,1,贵阳-南京-无锡
贵阳,苏州,1,贵阳-南京-苏州
贵阳,徐州,1,贵阳-南京-徐州
贵阳,连云港,1,贵阳-南京-连云港
贵阳,淮安,1,贵阳-南京-淮安
贵阳,盐城,1,贵阳-南京-盐城
贵阳,扬州,1,贵阳-南京-扬州
贵阳,南通,1,贵阳-南京-南通
贵阳,湖州,1,贵阳-南京-湖州
贵阳,嘉兴,1,贵阳-金华-嘉兴
贵阳,宁波,1,贵阳-金华-宁波
贵阳,台州,1,贵阳-金华-台州
贵阳,金华,0,贵阳-金华
贵阳,义乌,1,贵阳-金华-义乌
贵阳,温州,1,贵阳-金华-温州
贵阳,蚌埠,1,贵阳-南京-蚌埠
贵阳,芜湖,1,贵阳-武汉-芜湖
贵阳,安庆,1,贵阳-长沙-安庆
贵阳,厦门,1,贵阳-广州-厦门
贵阳,泉州,1,贵阳-重庆-泉州
贵阳,鹰潭,1,贵阳-南昌-鹰潭
贵阳,赣州,1,贵阳-广州-赣州
贵阳,潍坊,1,贵阳-金华-潍坊
贵阳,烟台,1,贵阳-金华-烟台
贵阳,青岛,1,贵阳-南京-青岛
贵阳,济宁,2,贵阳-武汉-济南-济宁
贵阳,临沂,2,贵阳-武汉-济南-临沂
贵阳,漯河,2,贵阳-武汉-信阳-漯河
贵阳,信阳,1,贵阳-武汉-信阳
贵阳,洛阳,2,贵阳-武汉-信阳-洛阳
贵阳,荆州,1,贵阳-武汉-荆州
贵阳,襄阳,1,贵阳-武汉-襄阳
贵阳,常德,1,贵阳-长沙-常德
贵阳,衡阳,1,贵阳-长沙-衡阳
贵阳,汕头,1,贵阳-广州-汕头
贵阳,深圳,1,贵阳-广州-深圳
贵阳,东莞,1,贵阳-广州-东莞
贵阳,湛江,1,贵阳-广州-湛江
贵阳,中山,1,贵阳-广州-中山
贵阳,柳州,1,贵阳-南宁-柳州
贵阳,南充,1,贵阳-重庆-南充
贵阳,内江,1,贵阳-重庆-内江
贵阳,大理州,1,贵阳-昆明-大理州
贵阳,宝鸡,2,贵阳-重庆-西安-宝鸡
贵阳,阿克苏,2,贵阳-重庆-兰州-阿克苏
贵阳,喀什,2,贵阳-长沙-乌鲁木齐-喀什
昆明,北京,1,昆明-贵阳-北京
昆明,天津,1,昆明-西安-天津
昆明,石家庄,1,昆明-西安-石家庄
昆明,太原,1,昆明-西安-太原
昆明,呼和浩特,1,昆明-西安-呼和浩特
昆明,沈阳,1,昆明-西安-沈阳
昆明,长春,1,昆明-郑州-长春
昆明,哈尔滨,1,昆明-郑州-哈尔滨
昆明,上海,1,昆明-贵阳-上海
昆明,南京,0,昆明-南京
昆明,杭州,0,昆明-杭州
昆明,合肥,0,昆明-合肥
昆明,福州,1,昆明-长沙-福州
昆明,南昌,0,昆明-南昌
昆明,济南,0,昆明-济南
昆明,郑州,0,昆明-郑州
昆明,武汉,0,昆明-武汉
昆明,长沙,0,昆明-长沙
昆明,广州,0,昆明-广州
昆明,南宁,0,昆明-南宁
昆明,海口,1,昆明-南宁-海口
昆明,重庆,1,昆明-贵阳-重庆
昆明,成都,0,昆明-成都
昆明,贵阳,0,昆明-贵阳
昆明,拉萨,2,昆明-西安-西宁-拉萨
昆明,西安,0,昆明-西安
昆明,兰州,1,昆明-成都-兰州
昆明,西宁,1,昆明-西安-西宁
昆明,银川,1,昆明-西安-银川
昆明,乌鲁木齐,1,昆明-西安-乌鲁木齐
昆明,唐山,2,昆明-西安-天津-唐山
昆明,廊坊,1,昆明-郑州-廊坊
昆明,保定,2,昆明-西安-石家庄-保定
昆明,侯马,1,昆明-西安-侯马
昆明,包头,2,昆明-西安-呼和浩特-包头
昆明,大连,2,昆明-济南-烟台-大连
昆明,锦州,1,昆明-合肥-锦州
昆明,常州,1,昆明-南京-常州
昆明,无锡,1,昆明-南京-无锡
昆明,苏州,1,昆明-武汉-苏州
昆明,徐州,1,昆明-合肥-徐州
昆明,连云港,1,昆明-南京-连云港
昆明,淮安,1,昆明-南京-淮安
昆明,盐城,1,昆明-南京-盐城
昆明,扬州,1,昆明-南京-扬州
昆明,南通,1,昆明-南京-南通
昆明,湖州,1,昆明-杭州-湖州
昆明,嘉兴,1,昆明-杭州-嘉兴
昆明,宁波,1,昆明-杭州-宁波
昆明,台州,1,昆明-杭州-台州
昆明,金华,1,昆明-贵阳-金华
昆明,义乌,1,昆明-杭州-义乌
昆明,温州,1,昆明-杭州-温州
昆明,蚌埠,1,昆明-合肥-蚌埠
昆明,芜湖,1,昆明-武汉-芜湖
昆明,安庆,1,昆明-长沙-安庆
昆明,厦门,1,昆明-南宁-厦门
昆明,泉州,0,昆明-泉州
昆明,鹰潭,1,昆明-南昌-鹰潭
昆明,赣州,1,昆明-南宁-赣州
昆明,潍坊,1,昆明-济南-潍坊
昆明,烟台,1,昆明-济南-烟台
昆明,青岛,1,昆明-济南-青岛
昆明,济宁,1,昆明-济南-济宁
昆明,临沂,1,昆明-济南-临沂
昆明,漯河,1,昆明-郑州-漯河
昆明,信阳,1,昆明-武汉-信阳
昆明,洛阳,1,昆明-郑州-洛阳
昆明,荆州,1,昆明-武汉-荆州
昆明,襄阳,1,昆明-武汉-襄阳
昆明,常德,1,昆明-长沙-常德
昆明,衡阳,1,昆明-长沙-衡阳
昆明,汕头,1,昆明-广州-汕头
昆明,深圳,1,昆明-南宁-深圳
昆明,东莞,1,昆明-广州-东莞
昆明,湛江,1,昆明-中山-湛江
昆明,中山,0,昆明-中山
昆明,柳州,1,昆明-南宁-柳州
昆明,南充,1,昆明-成都-南充
昆明,内江,1,昆明-成都-内江
昆明,大理州,0,昆明-大理州
昆明,宝鸡,1,昆明-西安-宝鸡
昆明,阿克苏,1,昆明-西安-阿克苏
昆明,喀什,2,昆明-西安-阿克苏-喀什
拉萨,北京,2,拉萨-西宁-兰州-北京
拉萨,天津,2,拉萨-西宁-西安-天津
拉萨,石家庄,2,拉萨-西宁-西安-石家庄
拉萨,太原,2,拉萨-西宁-西安-太原
拉萨,呼和浩特,2,拉萨-西宁-西安-呼和浩特
拉萨,沈阳,2,拉萨-西宁-西安-沈阳
拉萨,长春,2,拉萨-西宁-郑州-长春
拉萨,哈尔滨,2,拉萨-西宁-郑州-哈尔滨
拉萨,上海,2,拉萨-西宁-西安-上海
拉萨,南京,2,拉萨-西宁-西安-南京
拉萨,杭州,2,拉萨-西宁-西安-杭州
拉萨,合肥,2,拉萨-西宁-西安-合肥
拉萨,福州,2,拉萨-西宁-郑州-福州
拉萨,南昌,2,拉萨-西宁-西安-南昌
拉萨,济南,2,拉萨-西宁-西安-济南
拉萨,郑州,1,拉萨-西宁-郑州
拉萨,武汉,2,拉萨-西宁-西安-武汉
拉萨,长沙,2,拉萨-西宁-西安-长沙
拉萨,广州,2,拉萨-西宁-西安-广州
拉萨,南宁,2,拉萨-西宁-西安-南宁
拉萨,海口,3,拉萨-西宁-西安-南宁-海口
拉萨,重庆,2,拉萨-西宁-西安-重庆
拉萨,成都,2,拉萨-西宁-兰州-成都
拉萨,贵阳,2,拉萨-西宁-郑州-贵阳
拉萨,昆明,2,拉萨-西宁-西安-昆明
拉萨,西安,1,拉萨-西宁-西安
拉萨,兰州,1,拉萨-西宁-兰州
拉萨,西宁,0,拉萨-西宁
拉萨,银川,2,拉萨-西宁-兰州-银川
拉萨,乌鲁木齐,2,拉萨-西宁-兰州-乌鲁木齐
拉萨,唐山,3,拉萨-西宁-兰州-北京-唐山
拉萨,廊坊,2,拉萨-西宁-郑州-廊坊
拉萨,保定,3,拉萨-西宁-西安-石家庄-保定
拉萨,侯马,2,拉萨-西宁-西安-侯马
拉萨,包头,3,拉萨-西宁-西安-呼和浩特-包头
拉萨,大连,3,拉萨-西宁-兰州-北京-大连
拉萨,锦州,3,拉萨-西宁-兰州-北京-锦州
拉萨,常州,3,拉萨-西宁-西安-南京-常州
拉萨,无锡,3,拉萨-西宁-西安-合肥-无锡
拉萨,苏州,2,拉萨-西宁-西安-苏州
拉萨,徐州,2,拉萨-西宁-郑州-徐州
拉萨,连云港,3,拉萨-西宁-郑州-徐州-连云港
拉萨,淮安,3,拉萨-西宁-郑州-徐州-淮安
拉萨,盐城,3,拉萨-西宁-郑州-徐州-盐城
拉萨,扬州,3,拉萨-西宁-郑州-徐州-扬州
拉萨,南通,3,拉萨-西宁-郑州-徐州-南通
拉萨,湖州,3,拉萨-西宁-西安-南京-湖州
拉萨,嘉兴,3,拉萨-西宁-西安-苏州-嘉兴
拉萨,宁波,3,拉萨-西宁-西安-杭州-宁波
拉萨,台州,3,拉萨-西宁-西安-杭州-台州
拉萨,金华,2,拉萨-西宁-郑州-金华
拉萨,义乌,3,拉萨-西宁-西安-杭州-义乌
拉萨,温州,2,拉萨-西宁-郑州-温州
拉萨,蚌埠,2,拉萨-西宁-郑州-蚌埠
拉萨,芜湖,3,拉萨-西宁-西安-合肥-芜湖
拉萨,安庆,3,拉萨-西宁-西安-合肥-安庆
拉萨,厦门,3,拉萨-西宁-西安-武汉-厦门
拉萨,泉州,2,拉萨-西宁-西安-泉州
拉萨,鹰潭,3,拉萨-西宁-西安-南昌-鹰潭
拉萨,赣州,3,拉萨-西宁-西安-南昌-赣州
拉萨,潍坊,3,拉萨-西宁-西安-济南-潍坊
拉萨,烟台,3,拉萨-西宁-西安-济南-烟台
拉萨,青岛,2,拉萨-西宁-郑州-青岛
拉萨,济宁,3,拉萨-西宁-西安-济南-济宁
拉萨,临沂,3,拉萨-西宁-西安-济南-临沂
拉萨,漯河,2,拉萨-西宁-郑州-漯河
拉萨,信阳,2,拉萨-西宁-郑州-信阳
拉萨,洛阳,2,拉萨-西宁-郑州-洛阳
拉萨,荆州,3,拉萨-西宁-西安-武汉-荆州
拉萨,襄阳,2,拉萨-西宁-郑州-襄阳
拉萨,常德,3,拉萨-西宁-西安-长沙-常德
拉萨,衡阳,3,拉萨-西宁-西安-长沙-衡阳
拉萨,汕头,3,拉萨-西宁-西安-广州-汕头
拉萨,深圳,2,拉萨-西宁-郑州-深圳
拉萨,东莞,2,拉萨-西宁-郑州-东莞
拉萨,湛江,3,拉萨-西宁-西安-广州-湛江
拉萨,中山,2,拉萨-西宁-郑州-中山
拉萨,柳州,3,拉萨-西宁-西安-南宁-柳州
拉萨,南充,3,拉萨-西宁-兰州-成都-南充
拉萨,内江,3,拉萨-西宁-兰州-成都-内江
拉萨,大理州,3,拉萨-西宁-西安-昆明-大理州
拉萨,宝鸡,2,拉萨-西宁-西安-宝鸡
拉萨,阿克苏,2,拉萨-西宁-兰州-阿克苏
拉萨,喀什,3,拉萨-西宁-兰州-阿克苏-喀什
西安,北京,0,西安-北京
西安,天津,0,西安-天津
西安,石家庄,0,西安-石家庄
西安,太原,0,西安-太原
西安,呼和浩特,0,西安-呼和浩特
西安,沈阳,0,西安-沈阳
西安,长春,1,西安-天津-长春
西安,哈尔滨,1,西安-天津-哈尔滨
西安,上海,0,西安-上海
西安,南京,0,西安-南京
西安,杭州,0,西安-杭州
西安,合肥,0,西安-合肥
西安,福州,1,西安-武汉-福州
西安,南昌,0,西安-南昌
西安,济南,0,西安-济南
西安,郑州,0,西安-郑州
西安,武汉,0,西安-武汉
西安,长沙,0,西安-长沙
西安,广州,0,西安-广州
西安,南宁,0,西安-南宁
西安,海口,1,西安-南宁-海口
西安,重庆,0,西安-重庆
西安,成都,0,西安-成都
西安,贵阳,1,西安-重庆-贵阳
西安,昆明,0,西安-昆明
西安,拉萨,1,西安-西宁-拉萨
西安,兰州,0,西安-兰州
西安,西宁,0,西安-西宁
西安,银川,0,西安-银川
西安,乌鲁木齐,0,西安-乌鲁木齐
西安,唐山,1,西安-天津-唐山
西安,廊坊,1,西安-石家庄-廊坊
西安,保定,1,西安-石家庄-保定
西安,侯马,0,西安-侯马
西安,包头,1,西安-呼和浩特-包头
西安,大连,1,西安-北京-大连
西安,锦州,1,西安-北京-锦州
西安,常州,1,西安-南京-常州
西安,无锡,1,西安-合肥-无锡
西安,苏州,0,西安-苏州
西安,徐州,1,西安-郑州-徐州
西安,连云港,1,西安-南京-连云港
西安,淮安,1,西安-南京-淮安
西安,盐城,1,西安-南京-盐城
西安,扬州,1,西安-南京-扬州
西安,南通,1,西安-南京-南通
西安,湖州,1,西安-南京-湖州
西安,嘉兴,1,西安-苏州-嘉兴
西安,宁波,1,西安-杭州-宁波
西安,台州,1,西安-杭州-台州
西安,金华,1,西安-合肥-金华
西安,义乌,1,西安-杭州-义乌
西安,温州,1,西安-合肥-温州
西安,蚌埠,1,西安-郑州-蚌埠
西安,芜湖,1,西安-合肥-芜湖
西安,安庆,1,西安-合肥-安庆
西安,厦门,1,西安-武汉-厦门
西安,泉州,0,西安-泉州
西安,鹰潭,1,西安-南昌-鹰潭
西安,赣州,1,西安-南昌-赣州
西安,潍坊,1,西安-济南-潍坊
西安,烟台,1,西安-济南-烟台
西安,青岛,1,西安-郑州-青岛
西安,济宁,1,西安-济南-济宁
西安,临沂,1,西安-济南-临沂
西安,漯河,1,西安-郑州-漯河
西安,信阳,1,西安-郑州-信阳
西安,洛阳,1,西安-郑州-洛阳
西安,荆州,1,西安-武汉-荆州
西安,襄阳,1,西安-郑州-襄阳
西安,常德,1,西安-长沙-常德
西安,衡阳,1,西安-长沙-衡阳
西安,汕头,1,西安-广州-汕头
西安,深圳,1,西安-广州-深圳
西安,东莞,1,西安-广州-东莞
西安,湛江,1,西安-广州-湛江
西安,中山,1,西安-广州-中山
西安,柳州,1,西安-南宁-柳州
西安,南充,1,西安-重庆-南充
西安,内江,1,西安-重庆-内江
西安,大理州,1,西安-昆明-大理州
西安,宝鸡,0,西安-宝鸡
西安,阿克苏,0,西安-阿克苏
西安,喀什,1,西安-阿克苏-喀什
兰州,北京,0,兰州-北京
兰州,天津,1,兰州-北京-天津
兰州,石家庄,1,兰州-西安-石家庄
兰州,太原,1,兰州-西安-太原
兰州,呼和浩特,1,兰州-银川-呼和浩特
兰州,沈阳,1,兰州-北京-沈阳
兰州,长春,1,兰州-北京-长春
兰州,哈尔滨,1,兰州-北京-哈尔滨
兰州,上海,1,兰州-西安-上海
兰州,南京,0,兰州-南京
兰州,杭州,1,兰州-西安-杭州
兰州,合肥,1,兰州-西安-合肥
兰州,福州,1,兰州-武汉-福州
兰州,南昌,1,兰州-西安-南昌
兰州,济南,1,兰州-西安-济南
兰州,郑州,0,兰州-郑州
兰州,武汉,0,兰州-武汉
兰州,长沙,0,兰州-长沙
兰州,广州,1,兰州-西安-广州
兰州,南宁,1,兰州-成都-南宁
兰州,海口,1,兰州-长沙-海口
兰州,重庆,1,兰州-成都-重庆
兰州,成都,0,兰州-成都
兰州,贵阳,1,兰州-成都-贵阳
兰州,昆明,1,兰州-成都-昆明
兰州,拉萨,1,兰州-西宁-拉萨
兰州,西安,0,兰州-西安
兰州,西宁,0,兰州-西宁
兰州,银川,0,兰州-银川
兰州,乌鲁木齐,0,兰州-乌鲁木齐
兰州,唐山,1,兰州-北京-唐山
兰州,廊坊,1,兰州-北京-廊坊
兰州,保定,1,兰州-北京-保定
兰州,侯马,1,兰州-西安-侯马
兰州,包头,2,兰州-银川-呼和浩特-包头
兰州,大连,1,兰州-北京-大连
兰州,锦州,1,兰州-北京-锦州
兰州,常州,1,兰州-南京-常州
兰州,无锡,1,兰州-南京-无锡
兰州,苏州,1,兰州-西安-苏州
兰州,徐州,1,兰州-郑州-徐州
兰州,连云港,1,兰州-南京-连云港
兰州,淮安,1,兰州-南京-淮安
兰州,盐城,1,兰州-南京-盐城
兰州,扬州,1,兰州-南京-扬州
兰州,南通,1,兰州-南京-南通
兰州,湖州,1,兰州-南京-湖州
兰州,嘉兴,1,兰州-南京-嘉兴
兰州,宁波,1,兰州-南京-宁波
兰州,台州,1,兰州-南京-台州
兰州,金华,1,兰州-南京-金华
兰州,义乌,2,兰州-西安-杭州-义乌
兰州,温州,1,兰州-南京-温州
兰州,蚌埠,1,兰州-郑州-蚌埠
兰州,芜湖,1,兰州-南京-芜湖
兰州,安庆,1,兰州-南京-安庆
兰州,厦门,1,兰州-武汉-厦门
兰州,泉州,1,兰州-西安-泉州
兰州,鹰潭,1,兰州-南京-鹰潭
兰州,赣州,2,兰州-西安-南昌-赣州
兰州,潍坊,2,兰州-西安-济南-潍坊
兰州,烟台,2,兰州-西安-济南-烟台
兰州,青岛,1,兰州-郑州-青岛
兰州,济宁,2,兰州-西安-济南-济宁
兰州,临沂,2,兰州-西安-济南-临沂
兰州,漯河,1,兰州-郑州-漯河
兰州,信阳,1,兰州-郑州-信阳
兰州,洛阳,1,兰州-郑州-洛阳
兰州,荆州,1,兰州-武汉-荆州
兰州,襄阳,1,兰州-郑州-襄阳
兰州,常德,1,兰州-长沙-常德
兰州,衡阳,1,兰州-长沙-衡阳
兰州,汕头,2,兰州-武汉-厦门-汕头
兰州,深圳,1,兰州-长沙-深圳
兰州,东莞,1,兰州-郑州-东莞
兰州,湛江,2,兰州-西安-广州-湛江
兰州,中山,1,兰州-郑州-中山
兰州,柳州,2,兰州-成都-南宁-柳州
兰州,南充,1,兰州-成都-南充
兰州,内江,1,兰州-成都-内江
兰州,大理州,2,兰州-成都-昆明-大理州
兰州,宝鸡,1,兰州-西安-宝鸡
兰州,阿克苏,0,兰州-阿克苏
兰州,喀什,1,兰州-阿克苏-喀什
西宁,北京,1,西宁-兰州-北京
西宁,天津,1,西宁-西安-天津
西宁,石家庄,1,西宁-西安-石家庄
西宁,太原,1,西宁-西安-太原
西宁,呼和浩特,1,西宁-西安-呼和浩特
西宁,沈阳,1,西宁-西安-沈阳
西宁,长春,1,西宁-郑州-长春
西宁,哈尔滨,1,西宁-郑州-哈尔滨
西宁,上海,1,西宁-西安-上海
西宁,南京,1,西宁-西安-南京
西宁,杭州,1,西宁-西安-杭州
西宁,合肥,1,西宁-西安-合肥
西宁,福州,1,西宁-郑州-福州
西宁,南昌,1,西宁-西安-南昌
西宁,济南,1,西宁-西安-济南
西宁,郑州,0,西宁-郑州
西宁,武汉,1,西宁-西安-武汉
西宁,长沙,1,西宁-西安-长沙
西宁,广州,1,西宁-西安-广州
西宁,南宁,1,西宁-西安-南宁
西宁,海口,2,西宁-西安-南宁-海口
西宁,重庆,1,西宁-西安-重庆
西宁,成都,1,西宁-兰州-成都
西宁,贵阳,1,西宁-郑州-贵阳
西宁,昆明,1,西宁-西安-昆明
西宁,拉萨,0,西宁-拉萨
西宁,西安,0,西宁-西安
西宁,兰州,0,西宁-兰州
西宁,银川,1,西宁-兰州-银川
西宁,乌鲁木齐,1,西宁-兰州-乌鲁木齐
西宁,唐山,2,西宁-兰州-北京-唐山
西宁,廊坊,1,西宁-郑州-廊坊
西宁,保定,2,西宁-西安-石家庄-保定
西宁,侯马,1,西宁-西安-侯马
西宁,包头,2,西宁-西安-呼和浩特-包头
西宁,大连,2,西宁-兰州-北京-大连
西宁,锦州,2,西宁-兰州-北京-锦州
西宁,常州,2,西宁-西安-南京-常州
西宁,无锡,2,西宁-西安-合肥-无锡
西宁,苏州,1,西宁-西安-苏州
西宁,徐州,1,西宁-郑州-徐州
西宁,连云港,2,西宁-郑州-徐州-连云港
西宁,淮安,2,西宁-郑州-徐州-淮安
西宁,盐城,2,西宁-郑州-徐州-盐城
西宁,扬州,2,西宁-郑州-徐州-扬州
西宁,南通,2,西宁-郑州-徐州-南通
西宁,湖州,2,西宁-西安-南京-湖州
西宁,嘉兴,2,西宁-西安-苏州-嘉兴
西宁,宁波,2,西宁-西安-杭州-宁波
西宁,台州,2,西宁-西安-杭州-台州
西宁,金华,1,西宁-郑州-金华
西宁,义乌,2,西宁-西安-杭州-义乌
西宁,温州,1,西宁-郑州-温州
西宁,蚌埠,1,西宁-郑州-蚌埠
西宁,芜湖,2,西宁-西安-合肥-芜湖
西宁,安庆,2,西宁-西安-合肥-安庆
西宁,厦门,2,西宁-西安-武汉-厦门
西宁,泉州,1,西宁-西安-泉州
西宁,鹰潭,2,西宁-西安-南昌-鹰潭
西宁,赣州,2,西宁-西安-南昌-赣州
西宁,潍坊,2,西宁-西安-济南-潍坊
西宁,烟台,2,西宁-西安-济南-烟台
西宁,青岛,1,西宁-郑州-青岛
西宁,济宁,2,西宁-西安-济南-济宁
西宁,临沂,2,西宁-西安-济南-临沂
西宁,漯河,1,西宁-郑州-漯河
西宁,信阳,1,西宁-郑州-信阳
西宁,洛阳,1,西宁-郑州-洛阳
西宁,荆州,2,西宁-西安-武汉-荆州
西宁,襄阳,1,西宁-郑州-襄阳
西宁,常德,2,西宁-西安-长沙-常德
西宁,衡阳,2,西宁-西安-长沙-衡阳
西宁,汕头,2,西宁-西安-广州-汕头
西宁,深圳,1,西宁-郑州-深圳
西宁,东莞,1,西宁-郑州-东莞
西宁,湛江,2,西宁-西安-广州-湛江
西宁,中山,1,西宁-郑州-中山
西宁,柳州,2,西宁-西安-南宁-柳州
西宁,南充,2,西宁-兰州-成都-南充
西宁,内江,2,西宁-兰州-成都-内江
西宁,大理州,2,西宁-西安-昆明-大理州
西宁,宝鸡,1,西宁-西安-宝鸡
西宁,阿克苏,1,西宁-兰州-阿克苏
西宁,喀什,2,西宁-兰州-阿克苏-喀什
银川,北京,1,银川-呼和浩特-北京
银川,天津,1,银川-西安-天津
银川,石家庄,1,银川-呼和浩特-石家庄
银川,太原,1,银川-呼和浩特-太原
银川,呼和浩特,0,银川-呼和浩特
银川,沈阳,1,银川-呼和浩特-沈阳
银川,长春,2,银川-呼和浩特-北京-长春
银川,哈尔滨,2,银川-呼和浩特-北京-哈尔滨
银川,上海,1,银川-西安-上海
银川,南京,1,银川-西安-南京
银川,杭州,1,银川-西安-杭州
银川,合肥,1,银川-西安-合肥
银川,福州,2,银川-西安-武汉-福州
银川,南昌,1,银川-西安-南昌
银川,济南,1,银川-呼和浩特-济南
银川,郑州,1,银川-西安-郑州
银川,武汉,1,银川-西安-武汉
银川,长沙,1,银川-西安-长沙
银川,广州,1,银川-西安-广州
银川,南宁,1,银川-西安-南宁
银川,海口,2,银川-西安-南宁-海口
银川,重庆,1,银川-西安-重庆
银川,成都,1,银川-兰州-成都
银川,贵阳,2,银川-西安-重庆-贵阳
银川,昆明,1,银川-西安-昆明
银川,拉萨,2,银川-兰州-西宁-拉萨
银川,西安,0,银川-西安
银川,兰州,0,银川-兰州
银川,西宁,1,银川-兰州-西宁
银川,乌鲁木齐,1,银川-兰州-乌鲁木齐
银川,唐山,2,银川-呼和浩特-北京-唐山
银川,廊坊,2,银川-呼和浩特-北京-廊坊
银川,保定,2,银川-呼和浩特-北京-保定
银川,侯马,1,银川-西安-侯马
银川,包头,1,银川-呼和浩特-包头
银川,大连,2,银川-呼和浩特-北京-大连
