收寄城市,寄达城市,经转次数,路线,总距离,流量_集包,流量_大件,总流量,加权距离,加权经转次数
南京,合肥,0,南京-合肥,172.0,189,2368,2557,0.09200121746752113,0.0
南京,福州,0,南京-福州,917.0,150,1805,1955,0.3750166042069569,0.0
南京,南昌,1,南京-芜湖-南昌,592.0,144,1608,1752,0.21696526347607897,0.0003664953774933766
南京,济南,0,南京-济南,639.0,230,2595,2825,0.37761888873664734,0.0
南京,郑州,0,南京-郑州,688.0,197,2268,2465,0.3547641784238398,0.0
南京,武汉,0,南京-武汉,535.0,244,3002,3246,0.3632759917287516,0.0
南京,长沙,0,南京-长沙,909.0,191,2327,2518,0.4787998531508248,0.0
南京,广州,0,南京-广州,1355.0,351,4139,4490,1.2726823926374593,0.0
南京,南宁,0,南京-南宁,1753.0,130,1572,1702,0.6241311685282553,0.0
南京,海口,1,南京-广州-海口,1944.0,91,1147,1238,0.5034441570449427,0.00025897333181324215
南京,重庆,0,南京-重庆,1394.0,125,1578,1703,0.4966058386144299,0.0
南京,成都,0,南京-成都,1669.0,286,3508,3794,1.3246101018426224,0.0
南京,贵阳,0,南京-贵阳,1576.0,155,1821,1976,0.6514446967470398,0.0
南京,昆明,0,南京-昆明,2091.0,114,1429,1543,0.6749232022742795,0.0
南京,拉萨,2,南京-兰州-西宁-拉萨,3894.0,14,181,195,0.1588418578721722,8.158287512695027e-05
南京,西安,0,南京-西安,1107.0,201,2404,2605,0.6032394677031179,0.0
南京,兰州,0,南京-兰州,1730.0,96,1163,1259,0.4556236226352733,0.0
南京,西宁,1,南京-兰州-西宁,1950.0,18,208,226,0.09218864889345381,4.7276230201771185e-05
南京,银川,1,南京-郑州-银川,1721.0,56,668,724,0.26064766343507834,0.0001514512861331077
南京,乌鲁木齐,1,南京-兰州-乌鲁木齐,3704.0,88,1058,1146,0.88795303336635,0.00023972814075765388
南京,唐山,1,南京-天津-唐山,1059.0,41,513,554,0.122727001735205,0.00011588952005212936
南京,廊坊,1,南京-济南-廊坊,1010.0,28,332,360,0.07606034204143364,7.53072693479541e-05
南京,保定,1,南京-石家庄-保定,1057.0,47,574,621,0.13730962688385842,0.0001299050396252208
南京,侯马,1,南京-郑州-侯马,986.0,67,713,780,0.16088142975034594,0.00016316575025390054
南京,包头,1,南京-呼和浩特-包头,1642.0,25,292,317,0.10888468888161383,6.631223439805958e-05
南京,大连,1,南京-北京-大连,1843.0,47,573,620,0.23902945664759231,0.00012969585276592096
南京,锦州,1,南京-徐州-锦州,1398.0,38,422,460,0.134523885478562,9.622595527794135e-05
南京,常州,0,南京-常州,132.0,198,2483,2681,0.07402955601135047,0.0
南京,无锡,0,南京-无锡,173.0,179,2266,2445,0.08848290368095657,0.0
南京,苏州,0,南京-苏州,217.0,348,4453,4801,0.21793442619521528,0.0
南京,徐州,0,南京-徐州,340.0,175,2092,2267,0.16123704741115572,0.0
南京,连云港,0,南京-连云港,330.0,59,685,744,0.051359557695304696,0.0
南京,淮安,0,南京-淮安,195.0,43,466,509,0.020762841719808845,0.0
南京,盐城,0,南京-盐城,264.0,81,1001,1082,0.05975380798528998,0.0
南京,扬州,0,南京-扬州,101.0,83,1007,1090,0.023029381340322962,0.0
南京,南通,0,南京-南通,236.0,134,1570,1704,0.08412324034628793,0.0
南京,湖州,0,南京-湖州,209.0,37,441,478,0.02089818561777586,0.0
南京,嘉兴,0,南京-嘉兴,286.0,64,784,848,0.05073367061227948,0.0
南京,宁波,0,南京-宁波,437.0,119,1507,1626,0.148640233117836,0.0
南京,台州,0,南京-台州,552.0,60,723,783,0.0904139075791537,0.0
南京,金华,0,南京-金华,457.0,83,952,1035,0.09894433851454319,0.0
南京,义乌,1,南京-湖州-义乌,427.0,27,316,343,0.030637716599918628,7.175109273985627e-05
南京,温州,0,南京-温州,583.0,91,1156,1247,0.1520790558978666,0.0
南京,蚌埠,0,南京-蚌埠,205.0,93,1111,1204,0.05163150061239453,0.0
南京,芜湖,0,南京-芜湖,107.0,73,860,933,0.020883333350765573,0.0
南京,安庆,0,南京-安庆,284.0,55,656,711,0.04223984737726746,0.0
南京,厦门,0,南京-厦门,1107.0,105,1253,1358,0.3144718607066541,0.0
南京,泉州,1,南京-福州-泉州,1093.0,61,770,831,0.1900008681254661,0.00017383428007819405
南京,鹰潭,0,南京-鹰潭,561.0,23,246,269,0.03156817975008446,0.0
南京,赣州,1,南京-鹰潭-赣州,995.0,35,393,428,0.08908431590144371,8.953197578034543e-05
南京,潍坊,1,南京-济南-潍坊,841.0,52,610,662,0.11646311042032961,0.0001384817008565156
南京,烟台,1,南京-青岛-烟台,799.0,41,497,538,0.08992148171236179,0.0001125425303033314
南京,青岛,0,南京-青岛,645.0,129,1504,1633,0.2203333810976662,0.0
南京,济宁,1,南京-济南-济宁,839.0,44,507,551,0.09670478399887876,0.00011526195947422974
南京,临沂,1,南京-济南-临沂,914.0,44,528,572,0.10936456353684774,0.00011965488351952707
南京,漯河,1,南京-郑州-漯河,868.0,78,824,902,0.163779922872805,0.000188686547088485
南京,信阳,1,南京-合肥-信阳,508.0,82,921,1003,0.10658572529790823,0.00020981441987777213
南京,洛阳,1,南京-郑州-洛阳,812.0,63,692,755,0.12824409596237984,0.00015793607877140375
南京,荆州,1,南京-武汉-荆州,759.0,21,239,260,0.041280934814236836,5.438858341796685e-05
南京,襄阳,1,南京-武汉-襄阳,842.0,40,456,496,0.08736312642312435,0.00010375668221273676
南京,常德,1,南京-长沙-常德,1084.0,38,450,488,0.11065817507475816,0.00010208318733833779
南京,衡阳,1,南京-长沙-衡阳,1100.0,55,664,719,0.16544588702026916,0.00015040535183660832
南京,汕头,1,南京-厦门-汕头,1354.0,75,838,913,0.258597213840221,0.0001909876025407836
南京,深圳,0,南京-深圳,1379.0,132,1679,1811,0.5224167776228633,0.0
南京,东莞,1,南京-合肥-东莞,1399.0,83,1024,1107,0.32396622468969744,0.00023156985324495886
南京,湛江,1,南京-广州-湛江,1771.0,44,476,520,0.1926443624664386,0.0001087771668359337
南京,中山,1,南京-广州-中山,1441.0,95,1023,1118,0.337007979432748,0.00023387090869725745
南京,柳州,1,南京-广州-柳州,1855.0,56,623,679,0.2634802626968579,0.00014203787746461342
南京,南充,1,南京-重庆-南充,1584.0,66,744,810,0.26839510795610844,0.00016944135603289673
南京,内江,1,南京-重庆-内江,1574.0,13,128,141,0.0464256764318579,2.9495347161282023e-05
南京,大理州,1,南京-昆明-大理州,2425.0,27,303,330,0.16740178415472298,6.903166356895793e-05
南京,宝鸡,1,南京-西安-宝鸡,1285.0,13,137,150,0.04032076713005042,3.1378028894980874e-05
南京,阿克苏,1,南京-兰州-阿克苏,4417.0,19,186,205,0.18941556329314505,4.288330615647386e-05
南京,喀什,2,南京-兰州-阿克苏-喀什,4892.0,5,50,55,0.056283816363223695,2.3010554522985976e-05
杭州,北京,0,杭州-北京,1279.0,651,1533,2184,0.5843291848092687,0.0
杭州,天津,0,杭州-天津,1187.0,434,1029,1463,0.3632699253098319,0.0
杭州,石家庄,0,杭州-石家庄,1172.0,450,1052,1502,0.3682408326473748,0.0
杭州,太原,0,杭州-太原,1365.0,358,820,1178,0.336366194148416,0.0
杭州,呼和浩特,0,杭州-呼和浩特,1726.0,202,453,655,0.23649202004428485,0.0
杭州,沈阳,0,杭州-沈阳,1842.0,546,1236,1782,0.6866441511877107,0.0
杭州,长春,0,杭州-长春,2133.0,381,869,1250,0.557744463608285,0.0
杭州,哈尔滨,1,杭州-天津-哈尔滨,2408.0,488,1118,1606,0.8089774632537133,0.00033595409603559524
杭州,上海,0,杭州-上海,177.0,1318,3155,4473,0.16561762943175434,0.0
杭州,南京,0,杭州-南京,281.0,451,1052,1503,0.08834860571728605,0.0
杭州,合肥,0,杭州-合肥,418.0,436,1014,1450,0.12678815542165273,0.0
杭州,福州,0,杭州-福州,635.0,457,1053,1510,0.20057882003968275,0.0
杭州,南昌,0,杭州-南昌,539.0,463,1045,1508,0.17002958948124797,0.0
杭州,济南,0,杭州-济南,911.0,813,1869,2682,0.511106671701097,0.0
杭州,郑州,0,杭州-郑州,960.0,723,1672,2395,0.48096242690226687,0.0
杭州,武汉,0,杭州-武汉,752.0,670,1530,2200,0.34607874002570904,0.0
杭州,长沙,0,杭州-长沙,899.0,613,1419,2032,0.3821358605895095,0.0
杭州,广州,0,杭州-广州,1248.0,1133,2680,3813,0.9954416091489965,0.0
杭州,南宁,0,杭州-南宁,1712.0,429,1023,1452,0.5200017153322463,0.0
杭州,海口,0,杭州-海口,1849.0,210,509,719,0.2780994955458888,0.0
杭州,重庆,0,杭州-重庆,1627.0,341,825,1166,0.39684462541432075,0.0
杭州,成都,0,杭州-成都,1897.0,700,1616,2316,0.9190524253647434,0.0
杭州,贵阳,0,杭州-贵阳,1676.0,499,1163,1662,0.5826925068221065,0.0
杭州,昆明,0,杭州-昆明,2171.0,397,953,1350,0.6130953065790313,0.0
杭州,拉萨,2,杭州-兰州-西宁-拉萨,4114.0,39,92,131,0.11273791082991749,5.4806957136566595e-05
杭州,西安,0,杭州-西安,1330.0,653,1526,2179,0.6062381613311815,0.0
杭州,兰州,0,杭州-兰州,1950.0,239,576,815,0.3324502161423224,0.0
杭州,西宁,1,杭州-兰州-西宁,2170.0,50,117,167,0.0758072259416808,3.493420550307871e-05
杭州,银川,1,杭州-郑州-银川,1993.0,163,382,545,0.22721562876863202,0.00011400683831843051
杭州,乌鲁木齐,1,杭州-兰州-乌鲁木齐,3924.0,255,603,858,0.7042886443959363,0.0001794823252792906
杭州,唐山,1,杭州-天津-唐山,1311.0,119,278,397,0.10887485709922674,8.304718314204938e-05
杭州,廊坊,0,杭州-廊坊,1243.0,86,193,279,0.07254537524461788,0.0
杭州,保定,1,杭州-石家庄-保定,1328.0,147,347,494,0.13723327368021396,0.00010333830849413702
杭州,侯马,1,杭州-郑州-侯马,1258.0,204,455,659,0.1734205084704989,0.00013785414027861598
杭州,包头,1,杭州-呼和浩特-包头,1914.0,57,128,185,0.07407097500949185,3.8699568970476416e-05
杭州,大连,1,杭州-北京-大连,2115.0,115,270,385,0.1703356298564037,8.053694083045092e-05
杭州,锦州,1,杭州-常州-锦州,1627.0,100,222,322,0.1095917404660474,6.735816869455895e-05
杭州,常州,0,杭州-常州,207.0,253,590,843,0.036503316134687054,0.0
杭州,无锡,0,杭州-无锡,215.0,236,555,791,0.035575363226832815,0.0
杭州,苏州,0,杭州-苏州,157.0,491,1168,1659,0.05448543693382269,0.0
杭州,徐州,0,杭州-徐州,612.0,353,818,1171,0.14991418109097224,0.0
杭州,连云港,1,杭州-常州-连云港,585.0,98,224,322,0.039404528686316984,6.735816869455895e-05
杭州,淮安,1,杭州-南京-淮安,476.0,67,151,218,0.021706902015829168,4.56027353273722e-05
杭州,盐城,1,杭州-苏州-盐城,416.0,131,308,439,0.038202540992779914,9.183303123264403e-05
杭州,扬州,0,杭州-扬州,300.0,101,231,332,0.0208350111862673,0.0
杭州,南通,1,杭州-苏州-南通,268.0,171,404,575,0.032235695018110355,0.00012028244409742669
杭州,湖州,0,杭州-湖州,87.0,201,438,639,0.011629325069057813,0.0
杭州,嘉兴,0,杭州-嘉兴,90.0,348,771,1119,0.02106720860009016,0.0
杭州,宁波,0,杭州-宁波,161.0,658,1449,2107,0.07096183071971784,0.0
杭州,台州,0,杭州-台州,275.0,326,716,1042,0.05994249453237847,0.0
杭州,金华,0,杭州-金华,181.0,483,1021,1504,0.05694568358604849,0.0
杭州,义乌,0,杭州-义乌,137.0,135,308,443,0.012695759677768563,0.0
杭州,温州,0,杭州-温州,306.0,542,1186,1728,0.11061131721827498,0.0
杭州,蚌埠,0,杭州-蚌埠,477.0,253,573,826,0.08242004093786837,0.0
杭州,芜湖,0,杭州-芜湖,281.0,158,354,512,0.030096131821191256,0.0
杭州,安庆,1,杭州-芜湖-安庆,475.0,137,303,440,0.043720053593673355,9.20422180919439e-05
杭州,厦门,0,杭州-厦门,878.0,302,705,1007,0.18495172490254508,0.0
杭州,泉州,1,杭州-福州-泉州,811.0,197,467,664,0.11264796048041854,0.00013890007457511533
杭州,鹰潭,1,杭州-金华-鹰潭,489.0,84,183,267,0.027312063910769253,5.585289143306596e-05
杭州,赣州,1,杭州-南昌-赣州,928.0,116,267,383,0.07435003027979788,8.011856711185117e-05
杭州,潍坊,1,杭州-青岛-潍坊,1091.0,170,399,569,0.12985880932931554,0.00011902732294162746
杭州,烟台,1,杭州-青岛-烟台,1049.0,133,309,442,0.09699116080926029,9.246059181054365e-05
杭州,青岛,0,杭州-青岛,895.0,353,822,1175,0.21998613091122843,0.0
杭州,济宁,1,杭州-济南-济宁,1111.0,158,373,531,0.12340790496222609,0.00011107822228823229
杭州,临沂,1,杭州-济南-临沂,1186.0,162,378,540,0.13397163217001035,0.00011296090402193116
杭州,漯河,1,杭州-信阳-漯河,933.0,274,610,884,0.17253146431847444,0.0001849211836210873
杭州,信阳,0,杭州-信阳,738.0,283,652,935,0.14434520852269103,0.0
杭州,洛阳,1,杭州-郑州-洛阳,1084.0,200,459,659,0.1494338880620197,0.00013785414027861598
杭州,荆州,1,杭州-武汉-荆州,976.0,53,118,171,0.03491245006971152,3.57709529402782e-05
杭州,襄阳,1,杭州-武汉-襄阳,1059.0,112,247,359,0.07952886935548482,7.509808248865423e-05
杭州,常德,1,杭州-长沙-常德,1074.0,118,275,393,0.08829400794700878,8.22104357048499e-05
杭州,衡阳,1,杭州-长沙-衡阳,1090.0,176,404,580,0.1322479324493794,0.00012132837839392606
杭州,汕头,0,杭州-汕头,1134.0,233,544,777,0.18431830709258507,0.0
杭州,深圳,0,杭州-深圳,1271.0,433,1059,1492,0.3966877352698458,0.0
杭州,东莞,1,杭州-金华-东莞,1310.0,317,771,1088,0.2981498468229223,0.00022759530291826128
杭州,湛江,1,杭州-广州-湛江,1664.0,157,364,521,0.18135329254886867,0.00010898635369523357
杭州,中山,1,杭州-广州-中山,1334.0,308,712,1020,0.2846363757121505,0.00021337059648586995
杭州,柳州,1,杭州-广州-柳州,1748.0,165,374,539,0.19709000160027948,0.00011275171716263127
杭州,南充,1,杭州-重庆-南充,1817.0,161,353,514,0.19536755700080433,0.00010752204568013447
杭州,内江,1,杭州-重庆-内江,1807.0,29,66,95,0.03591006220171261,1.9872751633487887e-05
杭州,大理州,1,杭州-昆明-大理州,2505.0,97,226,323,0.16925622566241633,6.756735555385881e-05
杭州,宝鸡,1,杭州-西安-宝鸡,1508.0,44,101,145,0.04574079865451012,3.0332094598481514e-05
杭州,阿克苏,1,杭州-兰州-阿克苏,4637.0,63,158,221,0.21436988211274544,4.6230295905271826e-05
杭州,喀什,2,杭州-兰州-阿克苏-喀什,5112.0,18,43,61,0.06523115670919784,2.5520796834584447e-05
合肥,北京,0,合肥-北京,1014.0,261,2750,3011,0.6386796962188429,0.0
合肥,天津,0,合肥-天津,942.0,242,2643,2885,0.5685008519134845,0.0
合肥,石家庄,0,合肥-石家庄,874.0,242,2607,2849,0.5208807185150244,0.0
合肥,太原,0,合肥-太原,999.0,215,2271,2486,0.5195184936872635,0.0
合肥,呼和浩特,0,合肥-呼和浩特,1463.0,141,1477,1618,0.4951733270019444,0.0
合肥,沈阳,1,合肥-徐州-沈阳,1599.0,303,3201,3504,1.1720522172238184,0.0007329907549867532
合肥,长春,0,合肥-长春,1887.0,212,2197,2409,0.9509180688287523,0.0
合肥,哈尔滨,0,合肥-哈尔滨,2145.0,227,2436,2663,1.1949035805468773,0.0
合肥,上海,0,合肥-上海,465.0,465,5375,5840,0.5680678351147338,0.0
合肥,南京,0,合肥-南京,171.0,178,1938,2116,0.07569133642162866,0.0
合肥,杭州,0,合肥-杭州,412.0,201,2223,2424,0.20891240614047107,0.0
合肥,福州,0,合肥-福州,873.0,226,2412,2638,0.48175189810926455,0.0
合肥,南昌,0,合肥-南昌,431.0,239,2581,2820,0.25424989253025104,0.0
合肥,济南,0,合肥-济南,646.0,369,3893,4262,0.5759441387410925,0.0
合肥,郑州,0,合肥-郑州,595.0,329,3559,3888,0.483924512829953,0.0
合肥,武汉,0,合肥-武汉,379.0,354,3953,4307,0.34146679733872476,0.0
合肥,长沙,0,合肥-长沙,745.0,288,3198,3486,0.5432729166819199,0.0
合肥,广州,0,合肥-广州,1208.0,541,5802,6343,1.6028616762352224,0.0
合肥,南宁,0,合肥-南宁,1588.0,210,2277,2487,0.8261533778971073,0.0
合肥,海口,1,合肥-广州-海口,1797.0,61,646,707,0.2657675118164427,0.00014789510952500985
合肥,重庆,0,合肥-重庆,1238.0,204,2249,2453,0.635261582937883,0.0
合肥,成都,0,合肥-成都,1513.0,399,4321,4720,1.4938786695297375,0.0
合肥,贵阳,0,合肥-贵阳,1420.0,237,2443,2680,0.7960815117515948,0.0
合肥,昆明,0,合肥-昆明,1935.0,137,1500,1637,0.6626192495839797,0.0
合肥,拉萨,2,合肥-西安-西宁-拉萨,3719.0,10,106,116,0.0902440478494022,4.853135135757042e-05
合肥,西安,0,合肥-西安,928.0,378,4059,4437,0.8613344238941598,0.0
合肥,兰州,1,合肥-西安-兰州,1556.0,138,1480,1618,0.5266505104682334,0.0003384643383471937
合肥,西宁,1,合肥-西安-西宁,1775.0,13,127,140,0.051982934536018315,2.928616030198215e-05
合肥,银川,1,合肥-郑州-银川,1628.0,94,1024,1118,0.38074183935913514,0.00023387090869725745
合肥,乌鲁木齐,1,合肥-西安-乌鲁木齐,3534.0,70,732,802,0.592891621334131,0.00016776786115849774
合肥,唐山,1,合肥-天津-唐山,1066.0,63,687,750,0.16724489401024806,0.00015689014447490437
合肥,廊坊,1,合肥-济南-廊坊,1017.0,45,465,510,0.10849894831306486,0.00010668529824293497
合肥,保定,1,合肥-石家庄-保定,1030.0,77,842,919,0.19801000540748032,0.00019224272369658282
合肥,侯马,1,合肥-郑州-侯马,893.0,116,1209,1325,0.24751512159509165,0.00027717258857233107
合肥,包头,1,合肥-呼和浩特-包头,1651.0,41,443,484,0.1671578722767793,0.00010124643990113829
合肥,大连,1,合肥-锦州-大连,1755.0,74,802,876,0.321599693750438,0.0001832476887466883
合肥,锦州,0,合肥-锦州,1375.0,62,612,674,0.19386392185615683,0.0
合肥,常州,1,合肥-南京-常州,303.0,95,972,1067,0.06763032079850807,0.00022320237887296396
合肥,无锡,0,合肥-无锡,341.0,85,903,988,0.07047672639300144,0.0
合肥,苏州,0,合肥-苏州,385.0,170,1890,2060,0.16590609811072887,0.0
合肥,徐州,0,合肥-徐州,320.0,139,1445,1584,0.10603263524191937,0.0
合肥,连云港,1,合肥-南京-连云港,501.0,34,362,396,0.041501836137657504,8.283799628274952e-05
合肥,淮安,1,合肥-南京-淮安,366.0,23,238,261,0.01998278392147962,5.459777027726672e-05
合肥,盐城,1,合肥-南京-盐城,435.0,52,534,586,0.0533238223041305,0.0001225834995497253
合肥,扬州,1,合肥-南京-扬州,272.0,39,415,454,0.025832066881222655,9.497083412214212e-05
合肥,南通,1,合肥-南京-南通,407.0,64,687,751,0.06393942785302113,0.00015709933133420425
合肥,湖州,1,合肥-南京-湖州,380.0,36,370,406,0.03227334865278433,8.492986487574823e-05
合肥,嘉兴,1,合肥-苏州-嘉兴,457.0,64,683,747,0.07141200084093118,0.00015626258389700475
合肥,宁波,0,合肥-宁波,580.0,120,1294,1414,0.17155832704901144,0.0
合肥,台州,1,合肥-杭州-台州,687.0,60,646,706,0.10146022887134276,0.00014768592266571
合肥,金华,0,合肥-金华,533.0,87,865,952,0.10614475939850411,0.0
合肥,义乌,1,合肥-杭州-义乌,549.0,27,278,305,0.035027293655467154,6.380199208646111e-05
合肥,温州,0,合肥-温州,702.0,97,1046,1143,0.1678486072861875,0.0
合肥,蚌埠,0,合肥-蚌埠,149.0,173,1805,1978,0.06165196954657702,0.0
合肥,芜湖,0,合肥-芜湖,151.0,120,1205,1325,0.04185306087442199,0.0
合肥,安庆,0,合肥-安庆,172.0,116,1147,1263,0.0454429165668671,0.0
合肥,厦门,0,合肥-厦门,1015.0,147,1562,1709,0.36286284768163435,0.0
合肥,泉州,1,合肥-安庆-泉州,1001.0,101,1120,1221,0.25567257236034946,0.00025541715520514433
合肥,鹰潭,1,合肥-安庆-鹰潭,474.0,37,382,419,0.04154576537811048,8.764929404664658e-05
合肥,赣州,1,合肥-南昌-赣州,820.0,62,661,723,0.12401852140452241,0.00015124209927380782
合肥,潍坊,1,合肥-济南-潍坊,848.0,81,890,971,0.17224613344238943,0.0002031204403801762
合肥,烟台,1,合肥-青岛-烟台,942.0,69,748,817,0.16099313553321207,0.00017090566404799582
合肥,青岛,0,合肥-青岛,788.0,190,2054,2244,0.36989926606790413,0.0
合肥,济宁,1,合肥-济南-济宁,846.0,69,753,822,0.14547105219944292,0.0001719515983444952
合肥,临沂,1,合肥-济南-临沂,921.0,74,797,871,0.16780781584862403,0.00018220175445018895
合肥,漯河,1,合肥-信阳-漯河,531.0,132,1374,1506,0.16728380276607785,0.00031503541010560797
合肥,信阳,0,合肥-信阳,336.0,151,1559,1710,0.12019040187933475,0.0
合肥,洛阳,1,合肥-信阳-洛阳,710.0,105,1142,1247,0.1852077696183281,0.00026085601354694103
合肥,荆州,1,合肥-武汉-荆州,603.0,30,303,333,0.0420045121605551,6.965922414685755e-05
合肥,襄阳,1,合肥-武汉-襄阳,686.0,61,651,712,0.10217355606155533,0.00014894104382150923
合肥,常德,1,合肥-长沙-常德,920.0,55,605,660,0.1270182609668826,0.00013806332713791586
合肥,衡阳,1,合肥-长沙-衡阳,936.0,90,984,1074,0.21028801892722704,0.00022466668688806308
合肥,汕头,1,合肥-厦门-汕头,1262.0,126,1302,1428,0.37698316987123504,0.00029871883508021793
合肥,深圳,0,合肥-深圳,1242.0,211,2316,2527,0.656540070265866,0.0
合肥,东莞,0,合肥-东莞,1227.0,146,1596,1742,0.44712310542076367,0.0
合肥,湛江,1,合肥-广州-湛江,1624.0,71,737,808,0.2744933232784183,0.00016902298231429697
合肥,中山,0,合肥-中山,1294.0,139,1445,1584,0.42876946875951144,0.0
合肥,柳州,1,合肥-广州-柳州,1708.0,91,904,995,0.35550469990576133,0.00020814092500337313
合肥,南充,1,合肥-重庆-南充,1428.0,101,1026,1127,0.3366561271354056,0.0002357535904309563
合肥,内江,1,合肥-重庆-内江,1418.0,18,189,207,0.061401782062854376,4.330167987507361e-05
合肥,大理州,1,合肥-昆明-大理州,2269.0,33,355,388,0.18416225369554734,8.116450140835053e-05
合肥,宝鸡,1,合肥-西安-宝鸡,1106.0,27,271,298,0.06894547858292638,6.233768407136201e-05
合肥,阿克苏,1,合肥-西安-阿克苏,4246.0,15,140,155,0.1376721477110251,3.242396319148024e-05
合肥,喀什,2,合肥-西安-阿克苏-喀什,4721.0,4,36,40,0.03950284651018792,1.67349487439898e-05
福州,北京,0,福州-北京,1875.0,138,2521,2659,1.0429272353969268,0.0
福州,天津,1,福州-合肥-天津,1814.0,80,975,1055,0.400335535722317,0.0002206921365613655
福州,石家庄,0,福州-石家庄,1684.0,91,953,1044,0.36777058058766865,0.0
福州,太原,1,福州-郑州-太原,1829.0,73,776,849,0.3248297480448873,0.00017759964354559175
福州,呼和浩特,1,福州-石家庄-呼和浩特,2279.0,35,475,510,0.2431357946956488,0.00010668529824293497
福州,沈阳,0,福州-沈阳,2463.0,103,1221,1324,0.6821608584191958,0.0
福州,长春,1,福州-合肥-长春,2759.0,67,775,842,0.4859573907286292,0.00017613533553049264
福州,哈尔滨,1,福州-合肥-哈尔滨,3017.0,94,1137,1231,0.7769047247989975,0.00025750902379814304
福州,上海,0,福州-上海,771.0,128,2130,2258,0.36417716871861544,0.0
福州,南京,0,福州-南京,894.0,59,856,915,0.1711169427758887,0.0
福州,杭州,0,福州-杭州,681.0,90,1338,1428,0.2034275266896284,0.0
福州,合肥,0,福州-合肥,872.0,67,873,940,0.1714662848309195,0.0
福州,南昌,0,福州-南昌,569.0,101,1298,1399,0.16651922479533682,0.0
福州,济南,0,福州-济南,1512.0,121,1370,1491,0.4715891821107582,0.0
福州,郑州,0,福州-郑州,1405.0,105,1237,1342,0.3944239150785026,0.0
福州,武汉,0,福州-武汉,904.0,136,1730,1866,0.3528697822260201,0.0
福州,长沙,0,福州-长沙,852.0,127,1838,1965,0.35021645610266056,0.0
福州,广州,0,福州-广州,874.0,296,4098,4394,0.8033520102334212,0.0
福州,南宁,1,福州-广州-南宁,1436.0,91,1071,1162,0.34905588740726484,0.00024307513050645185
福州,海口,1,福州-广州-海口,1463.0,43,623,666,0.20382288985370517,0.0001393184482937151
福州,重庆,1,福州-长沙-重庆,1776.0,72,1003,1075,0.3993795517753166,0.00022487587374736293
福州,成都,0,福州-成都,2048.0,133,1782,1915,0.820414127225356,0.0
福州,贵阳,1,福州-长沙-贵阳,1647.0,83,956,1039,0.35796745680029873,0.00021734514681256753
福州,昆明,1,福州-长沙-昆明,2167.0,63,865,928,0.4206697535674204,0.00019412540543028168
福州,拉萨,2,福州-西安-西宁-拉萨,4441.0,5,83,88,0.08175189810926457,3.681688723677756e-05
福州,西安,0,福州-西安,1650.0,105,1326,1431,0.49392155283589395,0.0
福州,兰州,1,福州-武汉-兰州,2267.0,38,566,604,0.2864328724598178,0.000126348863017123
福州,西宁,1,福州-西安-西宁,2497.0,6,105,111,0.05797969423156776,2.3219741382285847e-05
福州,银川,1,福州-西安-银川,2356.0,22,316,338,0.16658135329254886,7.07051584433569e-05
福州,乌鲁木齐,1,福州-西安-乌鲁木齐,4256.0,28,529,557,0.49589669516140333,0.00011651708063002899
福州,唐山,1,福州-北京-唐山,2072.0,21,244,265,0.11486032070437399,5.543451771446621e-05
福州,廊坊,1,福州-济南-廊坊,1883.0,16,162,178,0.07011399637897546,3.723526095537731e-05
福州,保定,1,福州-石家庄-保定,1840.0,29,319,348,0.13394652974689436,7.279702703635563e-05
福州,侯马,1,福州-郑州-侯马,1703.0,41,415,456,0.1624478209527834,9.538920784074185e-05
福州,包头,2,福州-石家庄-呼和浩特-包头,2467.0,10,143,153,0.07895778922959618,6.401117894576098e-05
福州,大连,1,福州-北京-大连,2711.0,26,337,363,0.20585932392898942,7.593482992585372e-05
福州,锦州,1,福州-合肥-锦州,2247.0,19,204,223,0.10481956064483941,4.664866962387157e-05
福州,常州,1,福州-温州-常州,824.0,37,480,517,0.08911527555662009,0.00010814960625803409
福州,无锡,0,福州-无锡,811.0,34,445,479,0.08126261004536217,0.0
福州,苏州,1,福州-温州-苏州,755.0,66,875,941,0.14861785012389092,0.00019684483460118002
福州,徐州,1,福州-合肥-徐州,1192.0,48,594,642,0.16008317269525763,0.00013429796367051816
福州,连云港,1,福州-无锡-连云港,1209.0,13,169,182,0.04602905814662535,3.807200839257679e-05
福州,淮安,1,福州-南京-淮安,1089.0,9,103,112,0.02551410285508685,2.342892824158572e-05
福州,盐城,1,福州-无锡-盐城,1023.0,18,221,239,0.051145559538240924,4.999565937266953e-05
福州,扬州,1,福州-无锡-扬州,967.0,15,205,220,0.04450241244745488,4.602110904597195e-05
福州,南通,1,福州-温州-南通,858.0,25,335,360,0.06461363710054462,7.53072693479541e-05
福州,湖州,1,福州-温州-湖州,703.0,16,204,220,0.03235283965931828,4.602110904597195e-05
福州,嘉兴,1,福州-温州-嘉兴,688.0,29,387,416,0.05987095262649791,8.702173346874697e-05
福州,宁波,1,福州-温州-宁波,588.0,54,745,799,0.0982784967413917,0.00016714030058059812
福州,台州,1,福州-温州-台州,446.0,31,429,460,0.042916776053961846,9.622595527794135e-05
福州,金华,0,福州-金华,554.0,42,504,546,0.06327567794846263,0.0
福州,义乌,1,福州-温州-义乌,529.0,16,179,195,0.021578670471078348,4.0791437563475134e-05
福州,温州,0,福州-温州,318.0,53,660,713,0.04742977335649729,0.0
